codFonteRecurso,codReferencia,codDestinacaoRecurso,codVinculacaoRecurso,codPrograma,codProjetoAtividade,codFuncao,codSubFuncao,codCategoria,codGrupo,codModalidade,codElemento,codItemDespesa,codSubElemento,codEmpenho,txtRazaoSocial,numCpfCnpj
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,40660,CONSTRUISO ENGENHARIA E EMPREENDIMENTOS LTDA,04206255000166
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,40672,CONSTRUTORA ROY LTDA,43898972000158
08.1.759.1224,,,,3026,1536,10,302,4,4,90,39,0,0,40678,WEBER CONSULTORIA E ENGENHARIA AMBIENTAL LIMITADA,06273115000136
08.1.759.1224,,,,3026,1535,10,302,4,4,90,51,0,8,40770,JB CONSTRUCOES E EMPREENDIMENTOS LTDA,00688529000140
08.1.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,40785,JNB CONSTRUCOES E SERVICOS LTDA,47061699000163
08.1.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,41160,CONSORCIO MAIS SAUDE,53780577000120
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41545,BB ENGENHARIA E CONSTRUCOES S A,03643992000163
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41552,BB ENGENHARIA E CONSTRUCOES S A,03643992000163
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41557,BB ENGENHARIA E CONSTRUCOES S A,03643992000163
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41568,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41576,BB ENGENHARIA E CONSTRUCOES S A,03643992000163
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41582,CODIGO ENGENHARIA E CONSTRUCOES LTDA,05577367000196
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41588,BB ENGENHARIA E CONSTRUCOES S A,03643992000163
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41589,CONSITEC  ENGENHARIA E TECNOLOGIA LTDA,02243019000194
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41594,BB ENGENHARIA E CONSTRUCOES S A,03643992000163
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41599,CONSITEC  ENGENHARIA E TECNOLOGIA LTDA,02243019000194
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41602,CODIGO ENGENHARIA E CONSTRUCOES LTDA,05577367000196
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41606,TETRABASE  ENGENHARIA E CONSTRUCOES LTDA,07534937000196
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41611,TETRABASE  ENGENHARIA E CONSTRUCOES LTDA,07534937000196
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41616,CONSITEC  ENGENHARIA E TECNOLOGIA LTDA,02243019000194
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41622,BB ENGENHARIA E CONSTRUCOES S A,03643992000163
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41624,CONSITEC  ENGENHARIA E TECNOLOGIA LTDA,02243019000194
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41636,CONSITEC  ENGENHARIA E TECNOLOGIA LTDA,02243019000194
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41639,TETRABASE  ENGENHARIA E CONSTRUCOES LTDA,07534937000196
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41647,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41705,CONSITEC  ENGENHARIA E TECNOLOGIA LTDA,02243019000194
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41716,CONSITEC  ENGENHARIA E TECNOLOGIA LTDA,02243019000194
08.1.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,41737,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41743,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
08.1.759.1224,,,,3026,1536,10,302,4,4,90,39,9,9,41753,CONSORCIO MBM,50851721000183
08.1.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,41757,MACOR ENGENHARIA CONSTRUCOES E COMERCIO SA,57646374000104
08.1.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,41760,EEC ENGENHARIA E CONSTRUCOES LTDA,02811333000126
08.1.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,41764,CONSORCIO CDGPROGREDIOR SMS,55534636000105
08.1.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,41768,FRIG ENGENHARIA LTDA,32402456000174
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41772,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08.1.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,41774,CONSORCIO SAO PAULO SAUDE,56130983000135
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41777,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41779,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41787,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.1.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,41788,BB ENGENHARIA E CONSTRUCOES S A,03643992000163
08.1.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,41792,CODIGO ENGENHARIA E CONSTRUCOES LTDA,05577367000196
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41817,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41831,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41837,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41870,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.1.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,41879,TEENIMOBILIARIO SA,33598776000104
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41937,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41946,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41953,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41974,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,41988,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42003,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42010,MACOR ENGENHARIA CONSTRUCOES E COMERCIO SA,57646374000104
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42030,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42038,NOVA JRA EMPREENDIMENTOS E ENGENHARIA LTDA,44721630000120
08.1.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,42044,ECO PRIME ENGENHARIA LTDA,08068681000131
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42056,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42060,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42066,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42074,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42076,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42084,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42085,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42097,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42144,CODIGO ENGENHARIA E CONSTRUCOES LTDA,05577367000196
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42146,BB ENGENHARIA E CONSTRUCOES S A,03643992000163
08.1.759.1224,,,,3026,1536,10,302,4,4,90,39,0,0,42150,WEBER CONSULTORIA E ENGENHARIA AMBIENTAL LIMITADA,06273115000136
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42153,BB ENGENHARIA E CONSTRUCOES S A,03643992000163
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42160,CODIGO ENGENHARIA E CONSTRUCOES LTDA,05577367000196
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42171,CONSITEC  ENGENHARIA E TECNOLOGIA LTDA,02243019000194
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42194,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42212,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42254,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42282,CONSITEC  ENGENHARIA E TECNOLOGIA LTDA,02243019000194
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42321,BB ENGENHARIA E CONSTRUCOES S A,03643992000163
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42455,CODIGO ENGENHARIA E CONSTRUCOES LTDA,05577367000196
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42456,TETRABASE  ENGENHARIA E CONSTRUCOES LTDA,07534937000196
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42461,BB ENGENHARIA E CONSTRUCOES S A,03643992000163
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42462,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42465,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42466,CODIGO ENGENHARIA E CONSTRUCOES LTDA,05577367000196
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,42492,CONSORCIO HR,51773856000130
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,42498,DPT ENGENHARIA E ARQUITETURA LTDA,34730331000107
10.2.755.1224,,,,3003,1525,10,301,4,4,90,51,0,8,42502,DPT ENGENHARIA E ARQUITETURA LTDA,34730331000107
08.1.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,42504,SP9 INCORPORACAO E CONSTRUCAO  SPE SA,32994332000125
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,42506,TERRA NOVA ENGENHARIA E CONSTRUCOES LTDA,07461206000168
08.1.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,42510,HABITA LOTE 12 SA,33113646000134
10.2.755.1224,,,,3026,1535,10,302,4,4,90,51,0,8,42519,CONSORCIO UG,51803790000184
10.2.755.1224,,,,3003,1525,10,301,4,4,90,51,0,8,42527,VILLANOVA ENGENHARIA E DESENVOLVIMENTO AMBIENTAL LTDA,04373329000159
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,42533,R J C SINALIZACAO URBANA LTDA,12420273000174
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,42546,2N ENGENHARIA LTDA,00346953000106
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42547,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,42571,DEKTON ENGENHARIA E CONSTRUCAO LTDA,06297348000179
08.1.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,42578,HABITA LOTE 12 SA,33113646000134
10.2.755.1224,,,,3003,1525,10,301,4,4,90,51,0,8,42588,FP PROJETOS EMPREENDIMENTOS LTDA,15009784000196
10.2.755.1224,,,,3003,1525,10,301,4,4,90,51,0,8,42609,NOVA JRA EMPREENDIMENTOS E ENGENHARIA LTDA,44721630000120
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42622,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42638,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42740,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42798,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42812,CODIGO ENGENHARIA E CONSTRUCOES LTDA,05577367000196
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42835,CODIGO ENGENHARIA E CONSTRUCOES LTDA,05577367000196
08.1.759.1224,,,,3026,1536,10,302,4,4,90,39,0,0,42889,WEBER CONSULTORIA E ENGENHARIA AMBIENTAL LIMITADA,06273115000136
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42893,BB ENGENHARIA E CONSTRUCOES S A,03643992000163
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42896,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42898,CONSITEC  ENGENHARIA E TECNOLOGIA LTDA,02243019000194
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42903,CODIGO ENGENHARIA E CONSTRUCOES LTDA,05577367000196
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,42905,CONSITEC  ENGENHARIA E TECNOLOGIA LTDA,02243019000194
10.2.755.1224,,,,3003,1525,10,301,4,4,90,51,0,8,43861,SCOPUS CONSTRUTORA & INCORPORADORA LTDA,49723802000119
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,43867,MACOR ENGENHARIA CONSTRUCOES E COMERCIO SA,57646374000104
10.2.755.1224,,,,3003,1525,10,301,4,4,90,51,0,8,43874,VPP CONSTRUTORA LTDA,04860624000130
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,43886,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,43897,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,43912,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08.1.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,43928,EMPREITEC CONSTRUCOES ELETRICAS LTDA,33534793000188
08.1.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,43938,FP PROJETOS EMPREENDIMENTOS LTDA,15009784000196
08.1.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,43945,RAMON AGUILERA PARTICIPACOES E EMPREENDIMENTOS LTDA,11823795000154
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,43960,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,43967,BB ENGENHARIA E CONSTRUCOES S A,03643992000163
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,44052,BB ENGENHARIA E CONSTRUCOES S A,03643992000163
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,44060,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,44063,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,44070,CODIGO ENGENHARIA E CONSTRUCOES LTDA,05577367000196
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,44078,CONSITEC  ENGENHARIA E TECNOLOGIA LTDA,02243019000194
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,44151,CONSITEC  ENGENHARIA E TECNOLOGIA LTDA,02243019000194
10.2.755.1224,,,,3026,1536,10,302,4,4,90,51,0,8,44169,PILAO ENGENHARIA E CONSTRUCOES LTDA,01294872000172
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,44273,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,44373,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,44437,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
10.2.755.1224,,,,3003,1525,10,301,4,4,90,51,0,8,44441,SPALLA ENGENHARIA LTDA,05633207000117
10.2.755.1224,,,,3026,1536,10,302,4,4,90,51,0,8,44472,FRIG ENGENHARIA LTDA,32402456000174
10.2.755.1224,,,,3003,1525,10,301,4,4,90,51,0,8,44495,RODOSERV ENGENHARIA LTDA,15108349000119
08.1.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,44513,REP ENGENHARIA E SERVICOS LTDA,36157982000177
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,44559,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,44582,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,44592,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,44596,MACOR ENGENHARIA CONSTRUCOES E COMERCIO SA,57646374000104
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,44617,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,44623,H2OBRAS CONSTRUCOES LTDA,24262722000182
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,44632,DB CONSTRUCOES LTDA,03101876000112
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,44638,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,44686,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
08.1.759.1224,,,,3026,1535,10,302,4,4,90,51,0,8,45328,CONSORCIO M9 ENGENHARIA,58563919000173
10.2.755.1224,,,,3026,1535,10,302,4,4,90,51,0,8,45331,CONSORCIO M9 ENGENHARIA,58563919000173
10.2.755.1224,,,,3026,1536,10,302,4,4,90,39,9,9,45497,CONSORCIO MBM,50851721000183
10.2.755.1224,,,,3003,1525,10,301,4,4,90,51,0,8,45535,EMPREITEC CONSTRUCOES ELETRICAS LTDA,33534793000188
08.1.759.1224,,,,3026,1536,10,302,4,4,90,39,0,0,46014,WEBER CONSULTORIA E ENGENHARIA AMBIENTAL LIMITADA,06273115000136
08.1.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,46038,CLD CONSTRUTORA LACOS DETETORES E ELETRONICA LTDA,55996615000101
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,46500,CODIGO ENGENHARIA E CONSTRUCOES LTDA,05577367000196
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,46503,MACOR ENGENHARIA CONSTRUCOES E COMERCIO SA,57646374000104
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,46505,TETRABASE  ENGENHARIA E CONSTRUCOES LTDA,07534937000196
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,46508,CODIGO ENGENHARIA E CONSTRUCOES LTDA,05577367000196
08.1.759.1224,,,,3026,1535,10,302,4,4,90,51,0,8,46919,UNO HABITACAO SA,33298127000198
10.2.755.1224,,,,3026,1535,10,302,4,4,90,51,0,8,46921,UNO HABITACAO SA,33298127000198
10.2.755.1224,,,,3026,1536,10,302,4,4,90,51,0,8,47624,HABITA LOTE 12 SA,33113646000134
10.2.755.1224,,,,3026,1536,10,302,4,4,90,51,0,8,47632,TEENIMOBILIARIO SA,33598776000104
10.2.755.1224,,,,3026,1536,10,302,4,4,90,51,0,8,47637,SP9 INCORPORACAO E CONSTRUCAO  SPE SA,32994332000125
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,47949,TETRABASE  ENGENHARIA E CONSTRUCOES LTDA,07534937000196
10.2.755.1224,,,,3003,1525,10,301,4,4,90,51,0,8,51844,NOVA JRA EMPREENDIMENTOS E ENGENHARIA LTDA,44721630000120
10.2.755.1224,,,,3003,1525,10,301,4,4,90,51,0,8,51869,NOVA JRA EMPREENDIMENTOS E ENGENHARIA LTDA,44721630000120
10.2.755.1224,,,,3003,1525,10,301,4,4,90,51,0,8,51888,FP PROJETOS EMPREENDIMENTOS LTDA,15009784000196
10.2.755.1224,,,,3003,1525,10,301,4,4,90,51,0,8,51895,FP PROJETOS EMPREENDIMENTOS LTDA,15009784000196
08.1.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,54628,PILAO ENGENHARIA E CONSTRUCOES LTDA,01294872000172
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,56053,CONSTRUTORA ROY LTDA,43898972000158
10.2.755.1224,,,,3003,1525,10,301,4,4,90,51,0,8,58087,RODOSERV ENGENHARIA LTDA,15108349000119
08.1.759.1224,,,,3026,1536,10,302,4,4,90,39,1,0,59879,WEBER CONSULTORIA E ENGENHARIA AMBIENTAL LIMITADA,06273115000136
08.1.759.1224,,,,3026,1536,10,302,4,4,90,39,1,0,59882,WEBER CONSULTORIA E ENGENHARIA AMBIENTAL LIMITADA,06273115000136
10.2.755.1224,,,,3026,1536,10,302,4,4,90,39,1,0,59885,WEBER CONSULTORIA E ENGENHARIA AMBIENTAL LIMITADA,06273115000136
10.2.755.1224,,,,3003,1526,10,301,4,4,90,51,0,8,61820,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,61975,2N ENGENHARIA LTDA,00346953000106
10.2.755.1224,,,,3003,1526,10,301,4,4,90,51,0,8,72313,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
08.1.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,89127,CONSTRUTORA ROY LTDA,43898972000158
08.1.759.1224,,,,3002,3357,16,451,4,4,90,51,2,8,97115,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.1.759.1224,,,,3002,3357,16,451,4,4,90,51,2,8,97119,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.1.759.1224,,,,3002,3354,16,482,4,4,90,51,2,8,100188,H E ENGENHARIA COMERCIO E REPRESENTACOES LTDA,62533278000181
08.1.759.1224,,,,3002,3354,16,482,4,4,90,51,2,8,100639,H E ENGENHARIA COMERCIO E REPRESENTACOES LTDA,62533278000181
08.1.759.1224,,,,3002,3354,16,482,4,4,90,51,2,8,102405,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
