codFonteRecurso,codReferencia,codDestinacaoRecurso,codVinculacaoRecurso,codPrograma,codProjetoAtividade,codFuncao,codSubFuncao,codCategoria,codGrupo,codModalidade,codElemento,codItemDespesa,codSubElemento,codEmpenho,txtRazaoSocial,numCpfCnpj
08.1.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,31845,DPT ENGENHARIA E ARQUITETURA LTDA,34730331000107
08.1.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,31846,DEKTON ENGENHARIA E CONSTRUCAO LTDA,06297348000179
08.1.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,31848,TERRA NOVA ENGENHARIA E CONSTRUCOES LTDA,07461206000168
08.1.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,31849,H2OBRAS CONSTRUCOES LTDA,24262722000182
08.1.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,31851,VILLANOVA ENGENHARIA E DESENVOLVIMENTO AMBIENTAL LTDA,04373329000159
08.1.759.1224,,,,3003,1525,10,301,4,4,50,52,0,5,33576,SPDM  ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA,61699567000273
08.1.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,34282,TRIADE PAVIMENTACAO E CONSTRUCOES SA,37802710000145
08.1.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,34285,TRIADE PAVIMENTACAO E CONSTRUCOES SA,37802710000145
08.1.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,34288,TRIADE PAVIMENTACAO E CONSTRUCOES SA,37802710000145
08.1.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,34290,FBS CONSTRUCAO CIVIL E PAVIMENTACAO S.A.,66806555000133
08.1.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,34293,FBS CONSTRUCAO CIVIL E PAVIMENTACAO S.A.,66806555000133
08.1.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,34295,FREMIX PAVIMENTACAO E CONSTRUCOES LTDA ,01065014000156
08.1.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,34297,FREMIX PAVIMENTACAO E CONSTRUCOES LTDA ,01065014000156
08.1.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,34298,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,62162847000120
08.1.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,34304,FREMIX PAVIMENTACAO E CONSTRUCOES LTDA ,01065014000156
08.1.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,34305,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,62162847000120
08.1.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,34307,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,62162847000120
08.1.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,34308,FREMIX PAVIMENTACAO E CONSTRUCOES LTDA ,01065014000156
08.1.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,34309,ARVEK TECNICA E CONSTRUCOES LTDA,47218979000132
08.1.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,34312,FBS CONSTRUCAO CIVIL E PAVIMENTACAO S.A.,66806555000133
08.1.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,34313,FREMIX PAVIMENTACAO E CONSTRUCOES LTDA ,01065014000156
08.1.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,35959,FREMIX PAVIMENTACAO E CONSTRUCOES LTDA ,01065014000156
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,36391,REP ENGENHARIA E SERVICOS LTDA,36157982000177
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,36813,RODOSERV ENGENHARIA LTDA,15108349000119
08.2.759.1224,,,,3026,1535,10,302,4,4,90,51,0,8,36818,JB CONSTRUCOES E EMPREENDIMENTOS LTDA,00688529000140
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,37013,VPP CONSTRUTORA LTDA,04860624000130
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,37355,EMPREITEC CONSTRUCOES ELETRICAS LTDA,33534793000188
08.1.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,40565,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,62162847000120
08.1.759.1224,,,,3002,3356,16,482,4,4,90,39,1,1,40940,H E ENGENHARIA COMERCIO E REPRESENTACOES LTDA,62533278000181
08.1.759.1224,,,,3002,3356,16,482,4,4,90,39,1,1,41120,NOVA JRA EMPREENDIMENTOS E ENGENHARIA LTDA,44721630000120
08.1.759.1224,,,,3002,3356,16,482,4,4,90,39,1,1,41129,H E ENGENHARIA COMERCIO E REPRESENTACOES LTDA,62533278000181
08.1.759.1224,,,,3002,3356,16,482,4,4,90,39,1,1,41227,H E ENGENHARIA COMERCIO E REPRESENTACOES LTDA,62533278000181
08.1.759.1224,,,,3002,3356,16,482,4,4,90,39,1,1,41402,H E ENGENHARIA COMERCIO E REPRESENTACOES LTDA,62533278000181
08.1.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,41412,FBS CONSTRUCAO CIVIL E PAVIMENTACAO S.A.,66806555000133
08.1.759.1224,,,,3002,3356,16,482,4,4,90,39,1,1,41426,H E ENGENHARIA COMERCIO E REPRESENTACOES LTDA,62533278000181
08.1.759.1224,,,,3002,3356,16,482,4,4,90,39,1,1,41440,H E ENGENHARIA COMERCIO E REPRESENTACOES LTDA,62533278000181
08.1.759.1224,,,,3002,3356,16,482,4,4,90,39,1,1,41456,H E ENGENHARIA COMERCIO E REPRESENTACOES LTDA,62533278000181
08.1.759.1224,,,,3002,3356,16,482,4,4,90,39,1,1,41465,H E ENGENHARIA COMERCIO E REPRESENTACOES LTDA,62533278000181
08.1.759.1224,,,,3002,3356,16,482,4,4,90,39,1,1,41481,H E ENGENHARIA COMERCIO E REPRESENTACOES LTDA,62533278000181
08.1.759.1224,,,,3002,3356,16,482,4,4,90,39,1,1,41794,H E ENGENHARIA COMERCIO E REPRESENTACOES LTDA,62533278000181
08.1.759.1224,,,,3002,3356,16,482,4,4,90,39,1,1,41832,H E ENGENHARIA COMERCIO E REPRESENTACOES LTDA,62533278000181
08.1.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,42194,FREMIX PAVIMENTACAO E CONSTRUCOES LTDA ,01065014000156
08.1.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,42197,FREMIX PAVIMENTACAO E CONSTRUCOES LTDA ,01065014000156
08.1.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,42207,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,62162847000120
08.1.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,42215,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,62162847000120
08.1.759.1224,,,,3022,1170,15,451,4,4,90,51,1,8,42226,FBF CONSTRUCOES E SERVICOS LTDA,02542939000103
08.1.759.1224,,,,3002,3356,16,482,4,4,90,39,1,1,42447,ENGENHARIA E COMERCIO RIGEL LTDA,53640280000169
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,44902,ENGETAL ENGENHARIA E CONSTRUCOES LTDA,57632705000149
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,44905,MPE ENGENHARIA E SERVICOS SA,04743858000105
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,45428,TETRABASE  ENGENHARIA E CONSTRUCOES LTDA,07534937000196
08.2.759.1224,,,,3026,1536,10,302,4,4,90,39,9,9,45826,CONSORCIO MBM,50851721000183
08.2.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,46273,CONSORCIO CODIGO BB  HOSPITAL,54131872000118
08.2.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,46274,CONSORCIO MAIS SAUDE,53780577000120
08.2.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,46276,CONSORCIO LEMAM  CONSITEC  JLA,53619416000159
08.2.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,46280,CONSORCIO PROSAUDE,53904515000182
08.2.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,46734,HABITA LOTE 12 SA,33113646000134
08.2.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,46786,HABITA LOTE 12 SA,33113646000134
08.2.759.1224,,,,3026,1535,10,302,4,4,90,51,0,8,46793,HABITA LOTE 12 SA,33113646000134
08.2.759.1224,,,,3026,1535,10,302,4,4,90,51,0,8,46797,UNO HABITACAO SA,33298127000198
08.2.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,46805,HABITA LOTE 12 SA,33113646000134
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,47545,SP9 INCORPORACAO E CONSTRUCAO  SPE SA,32994332000125
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,47583,UNO HABITACAO SA,33298127000198
10.2.755.1224,,,,3003,1526,10,301,4,4,90,51,0,8,47892,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,47894,LEMAM CONSTRUCOES E COMERCIO SA,04002395000112
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,47986,LEMAM CONSTRUCOES E COMERCIO SA,04002395000112
10.2.755.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48010,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48014,LEMAM CONSTRUCOES E COMERCIO SA,04002395000112
10.2.755.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48041,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
10.2.755.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48084,H E ENGENHARIA COMERCIO E REPRESENTACOES LTDA,62533278000181
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,9,9,48100,EMPREITEC CONSTRUCOES ELETRICAS LTDA,33534793000188
10.2.755.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48129,H E ENGENHARIA COMERCIO E REPRESENTACOES LTDA,62533278000181
08.2.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,48228,HABITA LOTE 12 SA,33113646000134
10.2.755.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48325,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,48334,DPT ENGENHARIA E ARQUITETURA LTDA,34730331000107
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,48359,CONSORCIO HR,51773856000130
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48363,LEMAM CONSTRUCOES E COMERCIO SA,04002395000112
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,48393,VILLANOVA ENGENHARIA E DESENVOLVIMENTO AMBIENTAL LTDA,04373329000159
10.2.755.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48398,MACOR ENGENHARIA CONSTRUCOES E COMERCIO SA,57646374000104
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48413,LEMAM CONSTRUCOES E COMERCIO SA,04002395000112
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,48427,SPALLA ENGENHARIA LTDA,05633207000117
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48450,LEMAM CONSTRUCOES E COMERCIO SA,04002395000112
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48477,LEMAM CONSTRUCOES E COMERCIO SA,04002395000112
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48480,LEMAM CONSTRUCOES E COMERCIO SA,04002395000112
10.2.755.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48489,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
10.2.755.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48506,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48525,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48526,CONSITEC  ENGENHARIA E TECNOLOGIA LTDA,02243019000194
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48533,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48564,CONSITEC  ENGENHARIA E TECNOLOGIA LTDA,02243019000194
08.2.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,48565,D M DIAS CHAVES,22687927000184
10.2.755.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48567,H E ENGENHARIA COMERCIO E REPRESENTACOES LTDA,62533278000181
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,48599,H2OBRAS CONSTRUCOES LTDA,24262722000182
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48611,CONSTRUTORA PROGREDIOR LTDA,56838949000110
10.2.755.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48624,H E ENGENHARIA COMERCIO E REPRESENTACOES LTDA,62533278000181
10.2.755.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48641,MACOR ENGENHARIA CONSTRUCOES E COMERCIO SA,57646374000104
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,48660,DB CONSTRUCOES LTDA,03101876000112
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,48673,TERRA NOVA ENGENHARIA E CONSTRUCOES LTDA,07461206000168
10.2.755.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48692,H E ENGENHARIA COMERCIO E REPRESENTACOES LTDA,62533278000181
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,48736,FP PROJETOS EMPREENDIMENTOS LTDA,15009784000196
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48743,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,48765,NOVA JRA EMPREENDIMENTOS E ENGENHARIA LTDA,44721630000120
10.2.755.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48802,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
10.2.755.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48815,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48825,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
10.2.755.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48843,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
10.2.755.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48852,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48862,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48869,CONSTRUTORA PROGREDIOR LTDA,56838949000110
10.2.755.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48889,H E ENGENHARIA COMERCIO E REPRESENTACOES LTDA,62533278000181
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48905,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48913,LEMAM CONSTRUCOES E COMERCIO SA,04002395000112
10.2.755.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48933,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,48939,R J C SINALIZACAO URBANA LTDA,12420273000174
10.2.755.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48951,H E ENGENHARIA COMERCIO E REPRESENTACOES LTDA,62533278000181
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,48967,CONSTRUTORA ROY LTDA,43898972000158
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,48991,SCOPUS CONSTRUTORA & INCORPORADORA LTDA,49723802000119
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,49003,DEKTON ENGENHARIA E CONSTRUCAO LTDA,06297348000179
10.2.755.1224,,,,3003,1526,10,301,4,4,90,51,0,8,49017,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,49040,2N ENGENHARIA LTDA,00346953000106
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,49477,CONSITEC  ENGENHARIA E TECNOLOGIA LTDA,02243019000194
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,49493,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,49527,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,49531,LEMAM CONSTRUCOES E COMERCIO SA,04002395000112
08.2.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,49708,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,51096,2N ENGENHARIA LTDA,00346953000106
08.2.759.1224,,,,3026,1536,10,302,4,4,90,39,1,0,51401,WEBER CONSULTORIA E ENGENHARIA AMBIENTAL LIMITADA,06273115000136
08.2.759.1224,,,,3026,1536,10,302,4,4,90,39,1,0,51430,WEBER CONSULTORIA E ENGENHARIA AMBIENTAL LIMITADA,06273115000136
08.2.759.1224,,,,3026,1536,10,302,4,4,90,39,1,0,51505,WEBER CONSULTORIA E ENGENHARIA AMBIENTAL LIMITADA,06273115000136
08.2.759.1224,,,,3026,1536,10,302,4,4,90,39,1,0,51532,WEBER CONSULTORIA E ENGENHARIA AMBIENTAL LIMITADA,06273115000136
08.2.759.1224,,,,3026,1536,10,302,4,4,90,39,1,0,51556,WEBER CONSULTORIA E ENGENHARIA AMBIENTAL LIMITADA,06273115000136
08.2.759.1224,,,,3026,1536,10,302,4,4,90,39,1,0,51569,WEBER CONSULTORIA E ENGENHARIA AMBIENTAL LIMITADA,06273115000136
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,52759,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,53157,TEENIMOBILIARIO SA,33598776000104
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,53182,SP9 INCORPORACAO E CONSTRUCAO  SPE SA,32994332000125
08.1.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,54018,SOUZA COMPEC ENGENHARIA E CONSTRUÇÕES LTDA,09052229000144
08.1.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,54037,SOUZA COMPEC ENGENHARIA E CONSTRUÇÕES LTDA,09052229000144
08.1.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,54088,SOUZA COMPEC ENGENHARIA E CONSTRUÇÕES LTDA,09052229000144
08.1.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,54094,SOUZA COMPEC ENGENHARIA E CONSTRUÇÕES LTDA,09052229000144
08.1.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,54111,FBS CONSTRUCAO CIVIL E PAVIMENTACAO S.A.,66806555000133
08.1.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,54118,FBS CONSTRUCAO CIVIL E PAVIMENTACAO S.A.,66806555000133
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,56428,TEENIMOBILIARIO SA,33598776000104
08.2.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,56442,HABITA LOTE 12 SA,33113646000134
08.2.759.1224,,,,3026,1535,10,302,4,4,90,51,0,8,56593,HABITA LOTE 12 SA,33113646000134
08.1.759.1224,,,,3026,1535,10,302,4,4,90,51,0,8,56607,UNO HABITACAO SA,33298127000198
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,56715,UNO HABITACAO SA,33298127000198
08.2.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,56792,HABITA LOTE 12 SA,33113646000134
08.1.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,56803,HABITA LOTE 12 SA,33113646000134
08.2.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,56808,HABITA LOTE 12 SA,33113646000134
08.2.759.1224,,,,3026,1536,10,302,4,4,90,39,1,0,59922,WEBER CONSULTORIA E ENGENHARIA AMBIENTAL LIMITADA,06273115000136
08.2.759.1224,,,,3026,1536,10,302,4,4,90,39,1,0,59958,WEBER CONSULTORIA E ENGENHARIA AMBIENTAL LIMITADA,06273115000136
08.2.759.1224,,,,3026,1536,10,302,4,4,90,39,1,0,60013,WEBER CONSULTORIA E ENGENHARIA AMBIENTAL LIMITADA,06273115000136
08.2.759.1224,,,,3026,1536,10,302,4,4,90,39,1,0,60123,WEBER CONSULTORIA E ENGENHARIA AMBIENTAL LIMITADA,06273115000136
08.2.759.1224,,,,3026,1536,10,302,4,4,90,39,1,0,60170,WEBER CONSULTORIA E ENGENHARIA AMBIENTAL LIMITADA,06273115000136
08.2.759.1224,,,,3026,1536,10,302,4,4,90,39,1,0,60373,WEBER CONSULTORIA E ENGENHARIA AMBIENTAL LIMITADA,06273115000136
08.2.759.1224,,,,3026,1536,10,302,4,4,90,39,1,0,61081,WEBER CONSULTORIA E ENGENHARIA AMBIENTAL LIMITADA,06273115000136
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,61610,CONSITEC  ENGENHARIA E TECNOLOGIA LTDA,02243019000194
08.2.759.1224,,,,3026,1536,10,302,4,4,90,39,1,0,61970,CONAM  CONSULTORIA AMBIENTAL LTDA,06316940000170
08.2.759.1224,,,,3026,1536,10,302,4,4,90,39,1,0,61977,CONAM  CONSULTORIA AMBIENTAL LTDA,06316940000170
08.2.759.1224,,,,3026,1536,10,302,4,4,90,39,1,0,61986,CONAM  CONSULTORIA AMBIENTAL LTDA,06316940000170
08.2.759.1224,,,,3026,1536,10,302,4,4,90,39,1,0,62000,CONAM  CONSULTORIA AMBIENTAL LTDA,06316940000170
08.2.759.1224,,,,3026,1536,10,302,4,4,90,39,1,0,62025,CONAM  CONSULTORIA AMBIENTAL LTDA,06316940000170
08.2.759.1224,,,,3026,1536,10,302,4,4,90,39,1,0,62049,CONAM  CONSULTORIA AMBIENTAL LTDA,06316940000170
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,62269,MACOR ENGENHARIA CONSTRUCOES E COMERCIO SA,57646374000104
08.2.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,62589,TEENIMOBILIARIO SA,33598776000104
08.1.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,63088,VILLANOVA ENGENHARIA E DESENVOLVIMENTO AMBIENTAL LTDA,04373329000159
08.2.759.1224,,,,3003,1525,10,301,4,4,90,51,0,8,63096,VILLANOVA ENGENHARIA E DESENVOLVIMENTO AMBIENTAL LTDA,04373329000159
08.1.759.1224,,,,3022,1137,15,452,4,4,90,39,1,1,67113,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,62162847000120
08.1.759.1224,,,,3026,1535,10,302,4,4,90,51,0,8,67420,CONSORCIO UG,51803790000184
08.2.759.1224,,,,3026,1535,10,302,4,4,90,51,0,8,67424,CONSORCIO UG,51803790000184
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,67437,TETRABASE  ENGENHARIA E CONSTRUCOES LTDA,07534937000196
08.1.759.1224,,,,3002,3356,16,482,4,4,90,39,9,9,69224,LEMAM CONSTRUCOES E COMERCIO SA,04002395000112
08.1.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,69237,TEENIMOBILIARIO SA,33598776000104
08.1.759.1224,,,,3002,3356,16,482,4,4,90,39,1,1,69849,ENGENHARIA E COMERCIO RIGEL LTDA,53640280000169
08.2.759.1224,,,,3026,1536,10,302,4,4,90,51,0,8,70512,TOPCONS ENGENHARIA SERVICOS E LOCACOES LTDA,19927082000142
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,71202,BB ENGENHARIA E CONSTRUCOES S A,03643992000163
08.2.759.1224,,,,3003,1526,10,301,4,4,90,51,0,8,73245,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
