codFonteRecurso,codReferencia,codDestinacaoRecurso,codVinculacaoRecurso,codPrograma,codProjetoAtividade,codFuncao,codSubFuncao,codCategoria,codGrupo,codModalidade,codElemento,codItemDespesa,codSubElemento,codEmpenho,txtRazaoSocial,numCpfCnpj
08,,,,3009,1098,26,785,4,4,90,39,1,1,24616,SHOP SIGNS OBRAS E SERVICOS LTDA,02120261000170
08,,,,3009,1098,26,785,4,4,90,39,1,1,24623,BB ENGENHARIA E CONSTRUCOES S A,03643992000163
08,,,,3009,1098,26,785,4,4,90,39,1,1,24757,FLORESTANA CONSTRUCOES E SERVICOS LTDA,53591103000130
08,,,,3009,1098,26,785,4,4,90,39,1,1,25085,FLORESTANA CONSTRUCOES E SERVICOS LTDA,53591103000130
08,,,,3009,1098,26,785,4,4,90,39,1,1,26391,SHOP SIGNS OBRAS E SERVICOS LTDA,02120261000170
08,,,,3009,1098,26,785,4,4,90,39,1,9,28582,COMPANHIA DE ENGENHARIA DE TRAFEGO - CET,47902648000117
08,,,,3009,5394,26,453,4,4,90,51,2,8,30951,SAO PAULO TRANSPORTE SA,60498417000158
08,,,,3009,1097,26,785,4,4,90,51,1,8,32459,HABITA LOTE 12 SA,33113646000134
08,,,,3009,1097,26,785,4,4,90,51,1,8,32463,HABITA LOTE 12 SA,33113646000134
08,,,,3022,1137,15,452,4,4,90,39,1,1,35087,FREMIX PAVIMENTACAO E CONSTRUCOES LTDA ,01065014000156
08,,,,3022,1137,15,452,4,4,90,39,1,1,35099,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,62162847000120
08,,,,3022,1137,15,452,4,4,90,39,1,1,35123,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,62162847000120
08,,,,3022,1137,15,452,4,4,90,39,1,1,35146,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,62162847000120
08,,,,3022,1137,15,452,4,4,90,39,1,1,35158,FBS CONSTRUCAO CIVIL E PAVIMENTACAO S.A.,66806555000133
08,,,,3022,1137,15,452,4,4,90,39,1,1,35192,FBS CONSTRUCAO CIVIL E PAVIMENTACAO S.A.,66806555000133
08,,,,3022,1137,15,452,4,4,90,39,1,1,35195,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,62162847000120
08,,,,3022,1137,15,452,4,4,90,39,1,1,35231,FREMIX PAVIMENTACAO E CONSTRUCOES LTDA ,01065014000156
08,,,,3022,1137,15,452,4,4,90,39,1,1,35248,FREMIX PAVIMENTACAO E CONSTRUCOES LTDA ,01065014000156
08,,,,3022,1137,15,452,4,4,90,39,1,1,35279,SOEBE CONSTRUÇÃO E PAVIMENTAÇÃO SA,43677822000114
08,,,,3022,1137,15,452,4,4,90,39,1,1,35284,SOEBE CONSTRUÇÃO E PAVIMENTAÇÃO SA,43677822000114
08,,,,3022,1137,15,452,4,4,90,39,1,1,35290,SOEBE CONSTRUÇÃO E PAVIMENTAÇÃO SA,43677822000114
08,,,,3022,1137,15,452,4,4,90,39,1,1,36210,FREMIX PAVIMENTACAO E CONSTRUCOES LTDA ,01065014000156
08,,,,3022,1137,15,452,4,4,90,39,1,1,36232,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,62162847000120
08,,,,3022,1137,15,452,4,4,90,39,1,1,36257,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,62162847000120
08,,,,3022,1137,15,452,4,4,90,39,1,1,37771,FBS CONSTRUCAO CIVIL E PAVIMENTACAO S.A.,66806555000133
10,,,,3022,1137,15,452,4,4,90,39,1,1,37773,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,62162847000120
10,,,,3022,1137,15,452,4,4,90,39,1,1,37774,SOEBE CONSTRUÇÃO E PAVIMENTAÇÃO SA,43677822000114
10,,,,3022,1137,15,452,4,4,90,39,1,1,37775,SOEBE CONSTRUÇÃO E PAVIMENTAÇÃO SA,43677822000114
08,,,,3022,1137,15,452,4,4,90,39,1,1,40390,FBS CONSTRUCAO CIVIL E PAVIMENTACAO S.A.,66806555000133
08,,,,3022,1137,15,452,4,4,90,39,1,1,41657,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,62162847000120
10,,,,3022,1137,15,452,4,4,90,39,1,1,66477,CONSTRUTORA LETTIERI CORDARO LTDA,07879965000145
08,,,,3022,1137,15,452,4,4,90,39,1,1,85816,CONSTRUTORA LETTIERI CORDARO LTDA,07879965000145
08,,,,3022,1137,15,452,4,4,90,39,1,1,86073,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08,,,,3009,1097,26,785,4,4,90,51,1,8,102050,HABITA LOTE 12 SA,33113646000134
08,,,,3009,1097,26,785,4,4,90,51,1,8,102059,HABITA LOTE 12 SA,33113646000134
