codFonteRecurso,codReferencia,codDestinacaoRecurso,codVinculacaoRecurso,codPrograma,codProjetoAtividade,codFuncao,codSubFuncao,codCategoria,codGrupo,codModalidade,codElemento,codItemDespesa,codSubElemento,codEmpenho,txtRazaoSocial,numCpfCnpj
08,,,,3023,3399,08,244,3,3,90,39,1,1,30143,MATHESIS ENGENHARIA  CONSTRUCAO LIMITADA,03302648000100
08,,,,3023,3399,08,244,3,3,90,39,1,1,30148,MATHESIS ENGENHARIA  CONSTRUCAO LIMITADA,03302648000100
08,,,,3023,3399,08,244,3,3,90,39,1,1,30187,MACOR ENGENHARIA CONSTRUCOES E COMERCIO SA,57646374000104
08,,,,3023,3399,08,244,3,3,90,39,1,1,30191,MACOR ENGENHARIA CONSTRUCOES E COMERCIO SA,57646374000104
08,,,,3023,3399,08,244,3,3,90,39,1,1,30197,BB ENGENHARIA E CONSTRUCOES S A,03643992000163
08,,,,3023,3399,08,244,3,3,90,39,1,1,30201,BB ENGENHARIA E CONSTRUCOES S A,03643992000163
08,,,,3023,3399,08,244,3,3,90,39,1,1,30206,BB ENGENHARIA E CONSTRUCOES S A,03643992000163
08,,,,3023,3399,08,244,3,3,90,39,1,1,30217,EEC ENGENHARIA E CONSTRUCOES LTDA,02811333000126
08,,,,3023,3399,08,244,3,3,90,39,1,1,30218,EEC ENGENHARIA E CONSTRUCOES LTDA,02811333000126
08,,,,3003,5204,10,301,4,4,90,51,0,8,38991,CONSORCIO MACOR  DB,45854245000114
08,,,,3022,1137,15,452,4,4,90,51,1,8,39404,MACOR ENGENHARIA CONSTRUCOES E COMERCIO SA,57646374000104
08,,,,3022,1137,15,452,4,4,90,39,1,1,41548,CONSTRUTORA LETTIERI CORDARO LTDA,07879965000145
08,,,,3022,1137,15,452,4,4,90,39,1,1,42313,CONSTRUTORA LETTIERI CORDARO LTDA,07879965000145
08,,,,3022,1137,15,452,4,4,90,39,1,1,45864,CONSTRUTORA LETTIERI CORDARO LTDA,07879965000145
08,,,,3022,1137,15,452,4,4,90,39,1,1,53381,NUCLEO ENGENHARIA CONSULTIVA SA,38894804000154
08,,,,3022,1137,15,452,4,4,90,39,1,1,55078,GEOMETRICA ENGENHARIA DE PROJETOS LTDA,55069736000108
08,,,,3002,3356,16,451,4,4,90,51,9,9,65348,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08,,,,3002,3356,16,451,4,4,90,51,9,9,65349,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08,,,,3002,3356,16,451,4,4,90,51,9,9,65855,H E ENGENHARIA COMERCIO E REPRESENTACOES LTDA,62533278000181
08,,,,3002,3356,16,451,4,4,90,51,0,9,65904,H E ENGENHARIA COMERCIO E REPRESENTACOES LTDA,62533278000181
08,,,,3002,3356,16,451,4,4,90,51,9,9,65925,CONSTRUTORA ITAJAI LTDA,55460554000163
08,,,,3002,3356,16,451,4,4,90,51,9,9,65951,SANED ENGENHARIA  E EMPREENDIMENTOS S.A,68976224000177
08,,,,3002,3356,16,451,4,4,90,51,9,9,65984,EPURA ENGENHARIA E CONSTRUCOES LTDA,47627898000196
08,,,,3002,3356,16,451,4,4,90,51,9,9,66029,SANED ENGENHARIA  E EMPREENDIMENTOS S.A,68976224000177
08,,,,3002,3356,16,451,4,4,90,51,9,9,66044,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08,,,,3002,3356,16,451,4,4,90,51,9,9,66046,WEBER CONSULTORIA E ENGENHARIA AMBIENTAL LIMITADA,06273115000136
08,,,,3002,3356,16,451,4,4,90,51,9,9,66054,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,66748955000130
08,,,,3002,3356,16,451,4,4,90,51,9,9,67272,TRANSVIAS CONSTRUCOES E TERRAPLENAGEM LTDA,54883194000140
08,,,,3022,1137,15,452,4,4,90,51,1,8,72591,FBF CONSTRUCOES E SERVICOS LTDA,02542939000103
08,,,,3002,3356,16,451,4,4,90,51,9,9,87172,SANED ENGENHARIA  E EMPREENDIMENTOS S.A,68976224000177
08,,,,3002,3356,16,451,4,4,90,51,9,9,87215,SANED ENGENHARIA  E EMPREENDIMENTOS S.A,68976224000177
08,,,,3022,1137,15,452,4,4,90,51,1,8,88722,FBF CONSTRUCOES E SERVICOS LTDA,02542939000103
08,,,,3022,1137,15,452,4,4,90,51,1,8,91332,MUDE CONSTRUTORA E INCORPORADORA LTDA,03069088000196
08,,,,3022,1137,15,452,4,4,90,51,1,8,91346,MC ENGENHARIA  E CONSTRUCOES SA,71654446000188
08,,,,3022,1137,15,452,4,4,90,51,1,8,91430,FOSSATTI ENGENHARIA EIRELI,18613165000102
08,,,,3022,1137,15,452,4,4,90,51,1,8,92717,FOSSATTI ENGENHARIA EIRELI,18613165000102
08,,,,3022,1137,15,452,4,4,90,51,1,8,92735,MUDE CONSTRUTORA E INCORPORADORA LTDA,03069088000196
08,,,,3022,1137,15,452,4,4,90,51,1,8,93289,MUDE CONSTRUTORA E INCORPORADORA LTDA,03069088000196
08,,,,3022,1137,15,452,4,4,90,51,1,8,93312,FOSSATTI ENGENHARIA EIRELI,18613165000102
08,,,,3022,1137,15,452,4,4,90,51,1,8,96274,CONSITEC  ENGENHARIA E TECNOLOGIA LTDA,02243019000194
08,,,,3022,1137,15,452,4,4,90,51,1,8,97200,FBF CONSTRUCOES E SERVICOS LTDA,02542939000103
08,,,,3022,1137,15,452,4,4,90,51,1,8,97922,MC ENGENHARIA  E CONSTRUCOES SA,71654446000188
08,,,,3022,1137,15,452,4,4,90,51,1,8,98084,CASAMAX  COMERCIAL LTDA ,08183516000120
08,,,,3022,1137,15,452,4,4,90,51,1,8,98606,FOSSATTI ENGENHARIA EIRELI,18613165000102
08,,,,3003,5204,10,302,4,4,90,51,0,8,101370,HABITA LOTE 12 SA,33113646000134
08,,,,3002,3356,16,451,4,4,90,51,0,9,104811,WEBER CONSULTORIA E ENGENHARIA AMBIENTAL LIMITADA,06273115000136
08,,,,3002,3356,16,451,4,4,90,51,9,9,104845,WEBER CONSULTORIA E ENGENHARIA AMBIENTAL LIMITADA,06273115000136
08,,,,3022,1137,15,452,4,4,90,51,1,8,111145,FBF CONSTRUCOES E SERVICOS LTDA,02542939000103
08,,,,3022,1137,15,452,4,4,90,51,1,8,113030,MACOR ENGENHARIA CONSTRUCOES E COMERCIO SA,57646374000104
08,,,,3022,1137,15,452,4,4,90,51,1,8,117648,MACOR ENGENHARIA CONSTRUCOES E COMERCIO SA,57646374000104
08,,,,3022,1137,15,452,4,4,90,51,1,8,119702,CASAMAX  COMERCIAL LTDA ,08183516000120
