codFonteRecurso,codReferencia,codDestinacaoRecurso,codVinculacaoRecurso,codPrograma,codProjetoAtividade,codFuncao,codSubFuncao,codCategoria,codGrupo,codModalidade,codElemento,codItemDespesa,codSubElemento,codEmpenho,txtRazaoSocial,numCpfCnpj
08.2.759.1224,,,,4016,1536,10,302,4,4,90,51,0,8,38476,CODIGO ENGENHARIA E CONSTRUCOES LTDA,05577367000196
08.1.759.1224,,,,4015,1525,10,301,4,4,90,51,0,8,38506,TERRA NOVA ENGENHARIA E CONSTRUCOES LTDA,07461206000168
08.1.759.1224,,,,4015,1525,10,301,4,4,90,51,0,8,38511,TERRA NOVA ENGENHARIA E CONSTRUCOES LTDA,07461206000168
08.1.759.1224,,,,4015,1525,10,301,4,4,90,51,0,8,38518,DEKTON ENGENHARIA E CONSTRUCAO LTDA,06297348000179
08.1.759.1224,,,,4015,1525,10,301,4,4,90,51,0,8,38531,DEKTON ENGENHARIA E CONSTRUCAO LTDA,06297348000179
08.1.759.1224,,,,4015,1526,10,301,4,4,90,51,0,8,38710,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.1.759.1224,,,,4015,1526,10,301,4,4,90,51,0,8,38715,NOVA JRA EMPREENDIMENTOS E ENGENHARIA LTDA,44721630000120
10.2.755.1224,,,,4015,1526,10,301,4,4,90,51,0,8,38716,NOVA JRA EMPREENDIMENTOS E ENGENHARIA LTDA,44721630000120
08.1.759.1224,,,,4015,1525,10,301,4,4,90,51,0,8,38718,RODOSERV ENGENHARIA LTDA,15108349000119
10.2.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,38719,RODOSERV ENGENHARIA LTDA,15108349000119
10.2.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,38720,RODOSERV ENGENHARIA LTDA,15108349000119
08.1.759.1224,,,,4015,1526,10,301,4,4,90,51,0,8,39146,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
08.2.759.1224,,,,4016,1535,10,302,4,4,90,51,0,8,44285,APENG SERVICOS E CONSTRUCOES LTDA,30037029000109
08.2.759.1224,,,,4016,1535,10,302,4,4,90,51,0,8,44289,SHOP SIGNS OBRAS E SERVICOS LTDA,02120261000170
08.2.759.1224,,,,4016,1535,10,302,4,4,90,51,0,8,44292,CONSORCIO M9 ENGENHARIA,58563919000173
08.2.759.1224,,,,4016,1536,10,302,4,4,90,39,9,9,44309,WEBER CONSULTORIA E ENGENHARIA AMBIENTAL LIMITADA,06273115000136
10.1.755.9001,,,,4016,1536,10,302,4,4,90,39,9,9,44312,WEBER CONSULTORIA E ENGENHARIA AMBIENTAL LIMITADA,06273115000136
10.1.755.9001,,,,4016,1536,10,302,4,4,90,39,9,9,44322,WEBER CONSULTORIA E ENGENHARIA AMBIENTAL LIMITADA,06273115000136
08.1.759.1224,,,,4016,1536,10,302,4,4,90,51,0,8,44695,CONSORCIO MAIS SAUDE,53780577000120
08.1.759.1224,,,,4016,1536,10,302,4,4,90,51,0,8,44696,CONSORCIO MAIS SAUDE,53780577000120
08.1.759.1224,,,,4016,1536,10,302,4,4,90,51,0,8,44698,CODIGO ENGENHARIA E CONSTRUCOES LTDA,05577367000196
08.1.759.1224,,,,4016,1536,10,302,4,4,90,51,0,8,44699,BB ENGENHARIA E CONSTRUCOES S A,03643992000163
08.1.759.1224,,,,4016,1536,10,302,4,4,90,51,0,8,44700,CODIGO ENGENHARIA E CONSTRUCOES LTDA,05577367000196
08.1.759.1224,,,,4016,1536,10,302,4,4,90,51,0,8,44701,BB ENGENHARIA E CONSTRUCOES S A,03643992000163
08.1.759.1224,,,,4016,1536,10,302,4,4,90,51,0,8,44708,CONSORCIO LEMAM  CONSITEC  JLA,53619416000159
08.1.759.1224,,,,4016,1536,10,302,4,4,90,51,0,8,44710,CONSORCIO LEMAM  CONSITEC  JLA,53619416000159
08.1.759.1224,,,,4016,1536,10,302,4,4,90,51,0,8,44712,CODIGO ENGENHARIA E CONSTRUCOES LTDA,05577367000196
08.1.759.1224,,,,4016,1536,10,302,4,4,90,51,0,8,44716,HERSA ENGENHARIA E SERVICOS LTDA,01376473000150
08.1.759.1224,,,,4016,1536,10,302,4,4,90,51,0,8,44721,HERSA ENGENHARIA E SERVICOS LTDA,01376473000150
08.1.759.1224,,,,4016,1536,10,302,4,4,90,51,0,8,44724,SCOPUS CONSTRUTORA & INCORPORADORA LTDA,49723802000119
08.1.759.1224,,,,4016,1536,10,302,4,4,90,51,0,8,44727,SCOPUS CONSTRUTORA & INCORPORADORA LTDA,49723802000119
10.2.755.1224,,,,4015,1526,10,301,4,4,90,51,0,8,48700,TETRABASE  ENGENHARIA E CONSTRUCOES LTDA,07534937000196
10.2.755.1224,,,,4015,1526,10,301,4,4,90,51,0,8,48703,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
10.2.755.1224,,,,4015,1526,10,301,4,4,90,51,0,8,48806,TETRABASE  ENGENHARIA E CONSTRUCOES LTDA,07534937000196
08.2.759.1224,,,,4015,1526,10,301,4,4,90,51,0,8,48807,TETRABASE  ENGENHARIA E CONSTRUCOES LTDA,07534937000196
10.2.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,48810,SOLUCOES SERVICOS TERCEIRIZADOS LTDA,09445502000109
10.2.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,48812,JNB CONSTRUCOES E SERVICOS LTDA,47061699000163
10.2.755.1224,,,,4015,1526,10,301,4,4,90,51,0,8,48815,TETRABASE  ENGENHARIA E CONSTRUCOES LTDA,07534937000196
10.2.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,48829,NOVA JRA EMPREENDIMENTOS E ENGENHARIA LTDA,44721630000120
10.2.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,48842,NOVA JRA EMPREENDIMENTOS E ENGENHARIA LTDA,44721630000120
10.2.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,48845,NOVA JRA EMPREENDIMENTOS E ENGENHARIA LTDA,44721630000120
08.2.759.1224,,,,4015,1526,10,301,4,4,90,51,0,8,48847,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
10.2.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,48861,TOWER ENGENHARIA E CONSTRUCAO LTDA,21941290000148
10.2.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,48877,FP PROJETOS EMPREENDIMENTOS LTDA,15009784000196
10.2.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,48882,FP PROJETOS EMPREENDIMENTOS LTDA,15009784000196
10.2.755.1224,,,,4015,1526,10,301,4,4,90,51,0,8,49014,CONSTRUTORA PROGREDIOR LTDA,56838949000110
08.2.759.1224,,,,4015,1526,10,301,4,4,90,51,0,8,49042,MACOR ENGENHARIA CONSTRUCOES E COMERCIO SA,57646374000104
10.2.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,49443,ECO PRIME ENGENHARIA LTDA,08068681000131
10.1.755.9001,,,,4016,1536,10,302,4,4,90,39,9,9,50804,CONSORCIO MEDINFRA,63457348000122
10.2.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,51242,REP ENGENHARIA E SERVICOS LTDA,36157982000177
10.2.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,51243,REP ENGENHARIA E SERVICOS LTDA,36157982000177
08.2.759.1224,,,,4015,1526,10,301,4,4,90,51,0,8,51635,TETRABASE  ENGENHARIA E CONSTRUCOES LTDA,07534937000196
08.2.759.1224,,,,4015,1526,10,301,4,4,90,51,0,8,51640,TETRABASE  ENGENHARIA E CONSTRUCOES LTDA,07534937000196
10.1.755.9001,,,,4015,1526,10,301,4,4,90,51,0,8,55771,LEMAM CONSTRUCOES E COMERCIO SA,04002395000112
10.1.755.9001,,,,4015,1526,10,301,4,4,90,51,0,8,55772,H E ENGENHARIA COMERCIO E REPRESENTACOES LTDA,62533278000181
10.1.755.9001,,,,4015,1526,10,301,4,4,90,51,0,8,55775,BB ENGENHARIA E CONSTRUCOES S A,03643992000163
08.2.759.1224,,,,4015,1526,10,301,4,4,90,51,0,8,55786,TETRABASE  ENGENHARIA E CONSTRUCOES LTDA,07534937000196
10.1.755.9001,,,,4015,1526,10,301,4,4,90,51,0,8,55787,TETRABASE  ENGENHARIA E CONSTRUCOES LTDA,07534937000196
10.1.755.9001,,,,4015,1526,10,301,4,4,90,51,0,8,55912,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,67192609000180
08.2.759.1224,,,,4016,1535,10,302,4,4,90,51,0,8,57257,UNO HABITACAO SA,33298127000198
10.2.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,58456,FP PROJETOS EMPREENDIMENTOS LTDA,15009784000196
10.2.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,58460,FP PROJETOS EMPREENDIMENTOS LTDA,15009784000196
10.2.755.1224,,,,4015,1526,10,301,4,4,90,51,0,8,60958,BB ENGENHARIA E CONSTRUCOES S A,03643992000163
10.1.755.9001,,,,4015,1526,10,301,4,4,90,51,0,8,61147,TETRABASE  ENGENHARIA E CONSTRUCOES LTDA,07534937000196
10.1.755.9001,,,,4015,1526,10,301,4,4,90,51,0,8,61152,TETRABASE  ENGENHARIA E CONSTRUCOES LTDA,07534937000196
10.1.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,71681,RODOSERV ENGENHARIA LTDA,15108349000119
10.1.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,71684,REP ENGENHARIA E SERVICOS LTDA,36157982000177
10.1.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,71685,REP ENGENHARIA E SERVICOS LTDA,36157982000177
10.1.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,71696,VPP CONSTRUTORA LTDA,04860624000130
10.1.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,71698,VPP CONSTRUTORA LTDA,04860624000130
10.1.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,71701,CONSORCIO HR,51773856000130
10.1.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,71703,CONSORCIO HR,51773856000130
10.1.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,71704,DEKTON ENGENHARIA E CONSTRUCAO LTDA,06297348000179
10.1.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,71707,DEKTON ENGENHARIA E CONSTRUCAO LTDA,06297348000179
10.1.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,71731,H2OBRAS CONSTRUCOES LTDA,24262722000182
10.1.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,71733,H2OBRAS CONSTRUCOES LTDA,24262722000182
10.1.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,71933,R J C SINALIZACAO URBANA LTDA,12420273000174
10.1.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,71935,R J C SINALIZACAO URBANA LTDA,12420273000174
10.1.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,71988,DB CONSTRUCOES LTDA,03101876000112
10.1.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,72057,FP PROJETOS EMPREENDIMENTOS LTDA,15009784000196
10.1.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,72061,FP PROJETOS EMPREENDIMENTOS LTDA,15009784000196
10.1.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,72065,EMPREITEC CONSTRUCOES ELETRICAS LTDA,33534793000188
10.1.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,72067,EMPREITEC CONSTRUCOES ELETRICAS LTDA,33534793000188
10.1.755.1224,,,,4016,1536,10,302,4,4,90,51,0,8,72131,PILAO ENGENHARIA E CONSTRUCOES LTDA,01294872000172
10.1.755.1224,,,,4016,1536,10,302,4,4,90,51,0,8,72138,PILAO ENGENHARIA E CONSTRUCOES LTDA,01294872000172
10.1.755.1224,,,,4016,1535,10,302,4,4,90,51,0,8,72523,CONSORCIO UG,51803790000184
10.1.755.1224,,,,4016,1535,10,302,4,4,90,51,0,8,72538,CONSORCIO UG,51803790000184
10.1.755.1224,,,,4016,1536,10,302,4,4,90,51,0,8,72858,CONSORCIO SAUDE - PMSP,51804427000183
10.1.755.1224,,,,4016,1536,10,302,4,4,90,51,0,8,72862,CONSORCIO SAUDE - PMSP,51804427000183
10.2.755.1224,,,,4015,1525,10,301,4,4,90,51,0,8,72889,VPP CONSTRUTORA LTDA,04860624000130
