txtDescricaoMovimentoReceita,valOrcadoInicial,codMovimentoReceita,valRealizado,modifiedMode,usuarioOperacao,mesAteMovimento_consulta
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,0.0,1311020103210000001100000,0.0,5,,3
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,0.0,1311020103210000001101000,0.0,5,,3
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000000000000,0.0,5,,3
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000001100000,0.0,5,,3
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000001101000,0.0,5,,3
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,9499088.77,5,,3
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000000000000,30755240.26,5,,3
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000001100000,30755240.26,5,,3
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000001101000,30755240.26,5,,3
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,0.0,2221010101020020001101000,0.0,5,,3
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000000000000,0.0,5,,3
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000001100000,0.0,5,,3
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000001101000,0.0,5,,3
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,0.0,1311020103210000000000000,0.0,5,,4
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,0.0,1311020103210000001100000,0.0,5,,4
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,0.0,1311020103210000001101000,0.0,5,,4
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000000000000,0.0,5,,4
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000001100000,0.0,5,,4
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000001101000,0.0,5,,4
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,11134108.33,5,,4
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000000000000,38415996.75,5,,4
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000001100000,38415996.75,5,,4
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000001101000,38415996.75,5,,4
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,0.0,2221010101020020001101000,18194833.35,5,,4
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000000000000,0.0,5,,4
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000001100000,0.0,5,,4
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000001101000,0.0,5,,4
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,0.0,1311020103210000000000000,0.0,5,,5
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,0.0,1311020103210000001100000,0.0,5,,5
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,0.0,1311020103210000001101000,0.0,5,,5
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000000000000,0.0,5,,5
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000001100000,0.0,5,,5
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000001101000,0.0,5,,5
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,12580187.93,5,,5
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000000000000,48662534.78,5,,5
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000001100000,48662534.78,5,,5
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000001101000,48662534.78,5,,5
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,0.0,2221010101020020001101000,65703707.59,5,,5
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000000000000,0.0,5,,5
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000001100000,0.0,5,,5
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000001101000,0.0,5,,5
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,0.0,1311020103210000000000000,0.0,5,,6
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,0.0,1311020103210000001100000,0.0,5,,6
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,0.0,1311020103210000001101000,0.0,5,,6
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000000000000,0.0,5,,6
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000001100000,0.0,5,,6
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000001101000,0.0,5,,6
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,14506506.52,5,,6
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000000000000,56122239.1,5,,6
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000001100000,56122239.1,5,,6
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000001101000,56122239.1,5,,6
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,47183000.0,2221010101020020001101000,67971204.63,5,,6
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000000000000,178207.71,5,,6
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000001100000,178207.71,5,,6
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000001101000,178207.71,5,,6
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,0.0,1311020103210000000000000,0.0,5,,7
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,0.0,1311020103210000001100000,0.0,5,,7
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,0.0,1311020103210000001101000,0.0,5,,7
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000000000000,0.0,5,,7
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000001100000,0.0,5,,7
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000001101000,0.0,5,,7
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,14621608.2,5,,7
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000000000000,56131558.57,5,,7
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000001100000,56131558.57,5,,7
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000001101000,56131558.57,5,,7
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,47183000.0,2221010101020020001101000,67971204.63,5,,7
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000000000000,178207.71,5,,7
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000001100000,178207.71,5,,7
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000001101000,178207.71,5,,7
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,0.0,1311020103210000000000000,0.0,5,,8
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,0.0,1311020103210000001100000,0.0,5,,8
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,0.0,1311020103210000001101000,0.0,5,,8
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000000000000,0.0,5,,8
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000001100000,0.0,5,,8
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000001101000,0.0,5,,8
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,14621608.2,5,,8
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000000000000,56131558.57,5,,8
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000001100000,56131558.57,5,,8
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000001101000,56131558.57,5,,8
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,47183000.0,2221010101020020001101000,67971204.63,5,,8
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000000000000,178207.71,5,,8
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000001100000,178207.71,5,,8
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000001101000,178207.71,5,,8
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,0.0,1311020103210000000000000,0.0,5,,9
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,0.0,1311020103210000001100000,0.0,5,,9
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,0.0,1311020103210000001101000,0.0,5,,9
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000000000000,0.0,5,,9
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000001100000,0.0,5,,9
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000001101000,0.0,5,,9
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,14621608.2,5,,9
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000000000000,56131558.57,5,,9
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000001100000,56131558.57,5,,9
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000001101000,56131558.57,5,,9
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,47183000.0,2221010101020020001101000,67971204.63,5,,9
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000000000000,178207.71,5,,9
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000001100000,178207.71,5,,9
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000001101000,178207.71,5,,9
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,0.0,1311020103210000000000000,0.0,5,,10
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,0.0,1311020103210000001100000,0.0,5,,10
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,0.0,1311020103210000001101000,0.0,5,,10
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000000000000,0.0,5,,10
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000001100000,0.0,5,,10
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000001101000,0.0,5,,10
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,14621608.2,5,,10
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000000000000,56131558.57,5,,10
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000001100000,56131558.57,5,,10
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000001101000,56131558.57,5,,10
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,47183000.0,2221010101020020001101000,67971204.63,5,,10
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000000000000,178207.71,5,,10
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000001100000,178207.71,5,,10
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000001101000,178207.71,5,,10
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,0.0,1311020103210000000000000,0.0,5,,11
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,0.0,1311020103210000001100000,0.0,5,,11
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,0.0,1311020103210000001101000,0.0,5,,11
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000000000000,0.0,5,,11
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000001100000,0.0,5,,11
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000001101000,0.0,5,,11
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,14621608.2,5,,11
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000000000000,56131558.57,5,,11
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000001100000,56131558.57,5,,11
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000001101000,56131558.57,5,,11
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,47183000.0,2221010101020020001101000,67971204.63,5,,11
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000000000000,178207.71,5,,11
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000001100000,178207.71,5,,11
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000001101000,178207.71,5,,11
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,0.0,1311020103210000000000000,0.0,5,,12
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,0.0,1311020103210000001100000,0.0,5,,12
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,0.0,1311020103210000001101000,0.0,5,,12
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000000000000,0.0,5,,12
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000001100000,0.0,5,,12
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,222780.0,1311021103210000001101000,0.0,5,,12
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,14621608.2,5,,12
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000000000000,56131558.57,5,,12
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000001100000,56131558.57,5,,12
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101583060.0,1339990101000000001101000,56131558.57,5,,12
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,47183000.0,2221010101020020001101000,67971204.63,5,,12
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000000000000,178207.71,5,,12
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000001100000,178207.71,5,,12
"RESTITUIÇÕES - FMD - ARTº 6, LEI 16.651/2017",0.0,2999990102160000001101000,178207.71,5,,12
