txtDescricaoMovimentoReceita,valOrcadoInicial,codMovimentoReceita,valRealizado,modifiedMode,usuarioOperacao,mesAteMovimento_consulta
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000000000000,0.0,5,,3
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000001100000,0.0,5,,3
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000001101000,2968701.64,5,,3
TOTAL DEDUÇÕES OUTORGA PROVENIENTES DE CONCESSÕES-FMD,0.0,1339991101000000001109000,-2968701.64,5,,3
DEDUÇÕES DE OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,1339991101000000001109001,2968701.64,5,,3
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,369125000.0,2220001101020020001101000,5261691.12,5,,3
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,468000.0,1310021103210000000000000,0.0,5,,4
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,468000.0,1310021103210000001100000,0.0,5,,4
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,468000.0,1310021103210000001101000,0.0,5,,4
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321005101090890000000000,1118979.85,5,,4
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000000000000,0.0,5,,4
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000001100000,0.0,5,,4
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000001101000,2968701.64,5,,4
TOTAL DEDUÇÕES OUTORGA PROVENIENTES DE CONCESSÕES-FMD,0.0,1339991101000000001109000,-2968701.64,5,,4
DEDUÇÕES DE OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,1339991101000000001109001,2968701.64,5,,4
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,369125000.0,2220001101020020001101000,18246371.63,5,,4
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,468000.0,1310021103210000000000000,0.0,5,,5
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,468000.0,1310021103210000001100000,0.0,5,,5
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,468000.0,1310021103210000001101000,0.0,5,,5
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321005101090890000000000,1362952.12,5,,5
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000000000000,74419361.13,5,,5
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000001100000,74419361.13,5,,5
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000001101000,77388062.77,5,,5
TOTAL DEDUÇÕES OUTORGA PROVENIENTES DE CONCESSÕES-FMD,0.0,1339991101000000001109000,-2968701.64,5,,5
DEDUÇÕES DE OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,1339991101000000001109001,2968701.64,5,,5
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,369125000.0,2220001101020020001101000,18246371.63,5,,5
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,468000.0,1310021103210000000000000,0.0,5,,6
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,468000.0,1310021103210000001100000,0.0,5,,6
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,468000.0,1310021103210000001101000,0.0,5,,6
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321005101090890000000000,1669403.24,5,,6
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000000000000,153010722.26,5,,6
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000001100000,153010722.26,5,,6
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000001101000,155979423.9,5,,6
TOTAL DEDUÇÕES OUTORGA PROVENIENTES DE CONCESSÕES-FMD,0.0,1339991101000000001109000,-2968701.64,5,,6
DEDUÇÕES DE OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,1339991101000000001109001,2968701.64,5,,6
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,369125000.0,2220001101020020001101000,18246371.63,5,,6
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,468000.0,1310021103210000000000000,0.0,5,,7
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,468000.0,1310021103210000001100000,0.0,5,,7
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,468000.0,1310021103210000001101000,0.0,5,,7
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321005101090890000000000,2130222.63,5,,7
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000000000000,231602083.39,5,,7
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000001100000,231602083.39,5,,7
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000001101000,234570785.03,5,,7
TOTAL DEDUÇÕES OUTORGA PROVENIENTES DE CONCESSÕES-FMD,0.0,1339991101000000001109000,-2968701.64,5,,7
DEDUÇÕES DE OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,1339991101000000001109001,2968701.64,5,,7
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,369125000.0,2220001101020020001101000,18246371.63,5,,7
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,468000.0,1310021103210000000000000,0.0,5,,8
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,468000.0,1310021103210000001100000,0.0,5,,8
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,468000.0,1310021103210000001101000,0.0,5,,8
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321005101090890000000000,2577456.35,5,,8
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000000000000,310193444.52,5,,8
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000001100000,310193444.52,5,,8
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000001101000,313162146.16,5,,8
TOTAL DEDUÇÕES OUTORGA PROVENIENTES DE CONCESSÕES-FMD,0.0,1339991101000000001109000,-2968701.64,5,,8
DEDUÇÕES DE OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,1339991101000000001109001,2968701.64,5,,8
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,369125000.0,2220001101020020001101000,18246371.63,5,,8
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,468000.0,1310021103210000000000000,0.0,5,,9
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,468000.0,1310021103210000001100000,0.0,5,,9
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,468000.0,1310021103210000001101000,0.0,5,,9
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321005101090890000000000,2415881.74,5,,9
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000000000000,388784805.65,5,,9
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000001100000,388784805.65,5,,9
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000001101000,391753507.29,5,,9
TOTAL DEDUÇÕES OUTORGA PROVENIENTES DE CONCESSÕES-FMD,0.0,1339991101000000001109000,-2968701.64,5,,9
DEDUÇÕES DE OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,1339991101000000001109001,2968701.64,5,,9
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,369125000.0,2220001101020020001101000,18246371.63,5,,9
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,468000.0,1310021103210000000000000,0.0,5,,10
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,468000.0,1310021103210000001100000,0.0,5,,10
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,468000.0,1310021103210000001101000,0.0,5,,10
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321005101090890000000000,3165256.41,5,,10
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000000000000,548776166.78,5,,10
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000001100000,548776166.78,5,,10
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000001101000,551744868.42,5,,10
TOTAL DEDUÇÕES OUTORGA PROVENIENTES DE CONCESSÕES-FMD,0.0,1339991101000000001109000,-2968701.64,5,,10
DEDUÇÕES DE OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,1339991101000000001109001,2968701.64,5,,10
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,369125000.0,2220001101020020001101000,30763871.63,5,,10
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,468000.0,1310021103210000000000000,0.0,5,,11
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,468000.0,1310021103210000001100000,0.0,5,,11
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,468000.0,1310021103210000001101000,0.0,5,,11
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321005101090890000000000,3950549.28,5,,11
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000000000000,627371027.91,5,,11
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000001100000,627371027.91,5,,11
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000001101000,630339729.55,5,,11
TOTAL DEDUÇÕES OUTORGA PROVENIENTES DE CONCESSÕES-FMD,0.0,1339991101000000001109000,-2968701.64,5,,11
DEDUÇÕES DE OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,1339991101000000001109001,2968701.64,5,,11
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,369125000.0,2220001101020020001101000,33256371.63,5,,11
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,468000.0,1310021103210000000000000,0.0,5,,12
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,468000.0,1310021103210000001100000,0.0,5,,12
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 – FMD,468000.0,1310021103210000001101000,0.0,5,,12
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321005101090890000000000,5814820.72,5,,12
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000000000000,706142247.72,5,,12
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000001100000,706142247.72,5,,12
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,1545102000.0,1339991101000000001101000,709110949.36,5,,12
TOTAL DEDUÇÕES OUTORGA PROVENIENTES DE CONCESSÕES-FMD,0.0,1339991101000000001109000,-2968701.64,5,,12
DEDUÇÕES DE OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,1339991101000000001109001,2968701.64,5,,12
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,369125000.0,2220001101020020001101000,38814871.63,5,,12
