txtDescricaoMovimentoReceita,valOrcadoInicial,codMovimentoReceita,valRealizado,modifiedMode,usuarioOperacao,mesAteMovimento_consulta
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,419648.0,1311020103210000000000000,0.0,5,,1
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,419648.0,1311020103210000001100000,0.0,5,,1
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,419648.0,1311020103210000001101000,0.0,5,,1
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,12522375.42,5,,1
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101631444.0,1339990101000000000000000,6202212.38,5,,1
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101631444.0,1339990101000000001100000,6202212.38,5,,1
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101631444.0,1339990101000000001101000,6202212.38,5,,1
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,3603100.0,1399990101010030000000000,0.0,5,,1
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,3603100.0,1399990101010030001100000,0.0,5,,1
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,3603100.0,1399990101010030001101000,0.0,5,,1
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,0.0,2221010101020020001101000,0.0,5,,1
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,419648.0,1311020103210000000000000,0.0,5,,2
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,419648.0,1311020103210000001100000,0.0,5,,2
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,419648.0,1311020103210000001101000,0.0,5,,2
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,21140116.37,5,,2
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101631444.0,1339990101000000000000000,12204925.28,5,,2
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101631444.0,1339990101000000001100000,12204925.28,5,,2
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101631444.0,1339990101000000001101000,12204925.28,5,,2
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,3603100.0,1399990101010030000000000,0.0,5,,2
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,3603100.0,1399990101010030001100000,0.0,5,,2
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,3603100.0,1399990101010030001101000,0.0,5,,2
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,0.0,2221010101020020001101000,0.0,5,,2
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,419648.0,1311020103210000000000000,0.0,5,,3
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,419648.0,1311020103210000001100000,0.0,5,,3
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,419648.0,1311020103210000001101000,0.0,5,,3
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,32131646.77,5,,3
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101631444.0,1339990101000000000000000,18117835.87,5,,3
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101631444.0,1339990101000000001100000,18117835.87,5,,3
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,101631444.0,1339990101000000001101000,18117835.87,5,,3
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,3603100.0,1399990101010030000000000,0.0,5,,3
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,3603100.0,1399990101010030001100000,0.0,5,,3
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,3603100.0,1399990101010030001101000,0.0,5,,3
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,0.0,2221010101020020001101000,0.0,5,,3
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,419648.0,1311020103210000000000000,0.0,5,,4
