txtDescricaoMovimentoReceita,valOrcadoInicial,codMovimentoReceita,valRealizado,modifiedMode,usuarioOperacao,mesAteMovimento_consulta
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000000000000,0.0,5,,1
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000001100000,0.0,5,,1
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000001101000,0.0,5,,1
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,3200033.05,5,,1
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000000000000,8628014.73,5,,1
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000001100000,8628014.73,5,,1
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000001101000,8628014.73,5,,1
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,57400000.0,2221010101020020001101000,0.0,5,,1
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000000000000,0.0,5,,2
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000001100000,0.0,5,,2
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000001101000,0.0,5,,2
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,6436602.5,5,,2
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000000000000,13952600.36,5,,2
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000001100000,13952600.36,5,,2
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000001101000,13952600.36,5,,2
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,57400000.0,2221010101020020001101000,0.0,5,,2
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000000000000,0.0,5,,3
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000001100000,0.0,5,,3
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000001101000,0.0,5,,3
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,10368271.59,5,,3
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000000000000,19319748.99,5,,3
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000001100000,19319748.99,5,,3
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000001101000,19319748.99,5,,3
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,57400000.0,2221010101020020001101000,0.0,5,,3
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000000000000,0.0,5,,4
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000001100000,0.0,5,,4
