txtDescricaoMovimentoReceita,valOrcadoInicial,codMovimentoReceita,valRealizado,modifiedMode,usuarioOperacao,mesAteMovimento_consulta
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000001101000,0.0,5,,4
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,13788375.01,5,,4
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000000000000,24712796.62,5,,4
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000001100000,24712796.62,5,,4
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000001101000,24712796.62,5,,4
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,57400000.0,2221010101020020001101000,0.0,5,,4
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000000000000,0.0,5,,5
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000001100000,0.0,5,,5
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000001101000,0.0,5,,5
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,18390942.18,5,,5
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000000000000,30140637.25,5,,5
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000001100000,30140637.25,5,,5
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000001101000,30140637.25,5,,5
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,57400000.0,2221010101020020001101000,0.0,5,,5
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000000000000,0.0,5,,6
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000001100000,0.0,5,,6
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000001101000,0.0,5,,6
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,22991720.25,5,,6
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000000000000,35613415.15,5,,6
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000001100000,35613415.15,5,,6
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000001101000,35613415.15,5,,6
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,57400000.0,2221010101020020001101000,0.0,5,,6
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000000000000,0.0,5,,7
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000001100000,0.0,5,,7
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000001101000,0.0,5,,7
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,27757277.89,5,,7
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000000000000,41445259.85,5,,7
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000001100000,41445259.85,5,,7
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000001101000,41445259.85,5,,7
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,57400000.0,2221010101020020001101000,0.0,5,,7
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000000000000,0.0,5,,8
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000001100000,0.0,5,,8
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000001101000,0.0,5,,8
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,33217906.67,5,,8
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000000000000,46970838.36,5,,8
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000001100000,46970838.36,5,,8
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000001101000,46970838.36,5,,8
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,57400000.0,2221010101020020001101000,0.0,5,,8
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000000000000,1806.0,5,,9
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000001100000,1806.0,5,,9
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000001101000,1806.0,5,,9
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,38158547.17,5,,9
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000000000000,53014188.35,5,,9
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000001100000,53014188.35,5,,9
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000001101000,53014188.35,5,,9
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,57400000.0,2221010101020020001101000,0.0,5,,9
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000000000000,1806.0,5,,10
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000001100000,1806.0,5,,10
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000001101000,1806.0,5,,10
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,43594310.1,5,,10
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000000000000,705432593.74,5,,10
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000001100000,705432593.74,5,,10
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000001101000,705432593.74,5,,10
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,57400000.0,2221010101020020001101000,0.0,5,,10
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000000000000,1806.0,5,,11
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000001100000,1806.0,5,,11
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000001101000,1806.0,5,,11
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,49893047.39,5,,11
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000000000000,711304930.42,5,,11
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000001100000,711304930.42,5,,11
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000001101000,711304930.42,5,,11
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,57400000.0,2221010101020020001101000,0.0,5,,11
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000000000000,1806.0,5,,12
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000001100000,1806.0,5,,12
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,144996.0,1311020103210000001101000,1806.0,5,,12
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,71353987.63,5,,12
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000000000000,718446343.96,5,,12
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000001100000,718446343.96,5,,12
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,351839916.0,1339990101000000001101000,718446343.96,5,,12
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,57400000.0,2221010101020020001101000,0.0,5,,12
