txtDescricaoMovimentoReceita,valOrcadoInicial,codMovimentoReceita,valRealizado,modifiedMode,usuarioOperacao,mesAteMovimento_consulta
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000001101000,0.0,5,,2
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO DE USO BENS IMÓVEIS PUB - FMD",0.0,1311020103270000000000000,0.0,5,,2
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO DE USO BENS IMÓVEIS PUB - FMD",0.0,1311020103270000001100000,0.0,5,,2
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO USO DE BENS IMÓVEIS PUB.- FMD",0.0,1311020103270000001101000,0.0,5,,2
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,7446279.85,5,,2
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000000000000,10872397.22,5,,2
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000001100000,10872397.22,5,,2
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000001101000,10872397.22,5,,2
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030000000000,0.0,5,,2
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030001100000,0.0,5,,2
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030001101000,0.0,5,,2
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,0.0,2221010101020020001101000,4719752.0,5,,2
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000000000000,0.0,5,,2
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000001100000,0.0,5,,2
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000001101000,0.0,5,,2
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000000000000,0.0,5,,3
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000001100000,0.0,5,,3
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000001101000,0.0,5,,3
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO DE USO BENS IMÓVEIS PUB - FMD",0.0,1311020103270000000000000,64558.27,5,,3
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO DE USO BENS IMÓVEIS PUB - FMD",0.0,1311020103270000001100000,64558.27,5,,3
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO USO DE BENS IMÓVEIS PUB.- FMD",0.0,1311020103270000001101000,64558.27,5,,3
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,9959510.12,5,,3
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000000000000,19408693.11,5,,3
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000001100000,19408693.11,5,,3
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000001101000,19408693.11,5,,3
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030000000000,0.0,5,,3
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030001100000,0.0,5,,3
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030001101000,0.0,5,,3
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,0.0,2221010101020020001101000,4719752.0,5,,3
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000000000000,0.0,5,,3
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000001100000,0.0,5,,3
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000001101000,0.0,5,,3
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000000000000,0.0,5,,4
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000001100000,0.0,5,,4
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000001101000,0.0,5,,4
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO DE USO BENS IMÓVEIS PUB - FMD",0.0,1311020103270000000000000,87514.5,5,,4
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO DE USO BENS IMÓVEIS PUB - FMD",0.0,1311020103270000001100000,87514.5,5,,4
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO USO DE BENS IMÓVEIS PUB.- FMD",0.0,1311020103270000001101000,87514.5,5,,4
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,12116260.37,5,,4
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000000000000,31513684.52,5,,4
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000001100000,31513684.52,5,,4
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000001101000,31513684.52,5,,4
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030000000000,0.0,5,,4
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030001100000,0.0,5,,4
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030001101000,0.0,5,,4
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,0.0,2221010101020020001101000,4719752.0,5,,4
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000000000000,0.0,5,,4
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000001100000,0.0,5,,4
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000001101000,0.0,5,,4
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000000000000,0.0,5,,5
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000001100000,0.0,5,,5
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000001101000,0.0,5,,5
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO DE USO BENS IMÓVEIS PUB - FMD",0.0,1311020103270000000000000,87514.5,5,,5
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO DE USO BENS IMÓVEIS PUB - FMD",0.0,1311020103270000001100000,87514.5,5,,5
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO USO DE BENS IMÓVEIS PUB.- FMD",0.0,1311020103270000001101000,87514.5,5,,5
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,13888622.44,5,,5
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000000000000,42916691.74,5,,5
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000001100000,42916691.74,5,,5
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000001101000,42916691.74,5,,5
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030000000000,0.0,5,,5
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030001100000,0.0,5,,5
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030001101000,0.0,5,,5
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,0.0,2221010101020020001101000,13088421.08,5,,5
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000000000000,0.0,5,,5
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000001100000,0.0,5,,5
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000001101000,0.0,5,,5
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000000000000,0.0,5,,6
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000001100000,0.0,5,,6
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000001101000,0.0,5,,6
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO DE USO BENS IMÓVEIS PUB - FMD",0.0,1311020103270000000000000,87514.5,5,,6
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO DE USO BENS IMÓVEIS PUB - FMD",0.0,1311020103270000001100000,87514.5,5,,6
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO USO DE BENS IMÓVEIS PUB.- FMD",0.0,1311020103270000001101000,87514.5,5,,6
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,15373108.04,5,,6
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000000000000,52843514.13,5,,6
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000001100000,52843514.13,5,,6
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000001101000,52843514.13,5,,6
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030000000000,0.0,5,,6
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030001100000,0.0,5,,6
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030001101000,0.0,5,,6
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,0.0,2221010101020020001101000,13088421.08,5,,6
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000000000000,0.0,5,,6
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000001100000,0.0,5,,6
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000001101000,0.0,5,,6
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000000000000,0.0,5,,7
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000001100000,0.0,5,,7
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000001101000,0.0,5,,7
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO DE USO BENS IMÓVEIS PUB - FMD",0.0,1311020103270000000000000,87514.5,5,,7
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO DE USO BENS IMÓVEIS PUB - FMD",0.0,1311020103270000001100000,87514.5,5,,7
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO USO DE BENS IMÓVEIS PUB.- FMD",0.0,1311020103270000001101000,87514.5,5,,7
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,16957516.98,5,,7
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000000000000,62187899.75,5,,7
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000001100000,62187899.75,5,,7
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000001101000,62187899.75,5,,7
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030000000000,0.0,5,,7
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030001100000,0.0,5,,7
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030001101000,0.0,5,,7
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,0.0,2221010101020020001101000,13088421.08,5,,7
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000000000000,0.0,5,,7
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000001100000,0.0,5,,7
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000001101000,0.0,5,,7
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000000000000,0.0,5,,8
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000001100000,0.0,5,,8
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000001101000,0.0,5,,8
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO DE USO BENS IMÓVEIS PUB - FMD",0.0,1311020103270000000000000,87514.5,5,,8
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO DE USO BENS IMÓVEIS PUB - FMD",0.0,1311020103270000001100000,87514.5,5,,8
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO USO DE BENS IMÓVEIS PUB.- FMD",0.0,1311020103270000001101000,87514.5,5,,8
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,18210136.37,5,,8
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000000000000,74924063.51,5,,8
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000001100000,74924063.51,5,,8
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000001101000,74924063.51,5,,8
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030000000000,0.0,5,,8
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030001100000,0.0,5,,8
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030001101000,0.0,5,,8
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,0.0,2221010101020020001101000,13088421.08,5,,8
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000000000000,0.0,5,,8
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000001100000,0.0,5,,8
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000001101000,0.0,5,,8
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000000000000,1420.64,5,,9
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000001100000,1420.64,5,,9
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000001101000,1420.64,5,,9
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO DE USO BENS IMÓVEIS PUB - FMD",0.0,1311020103270000000000000,87514.5,5,,9
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO DE USO BENS IMÓVEIS PUB - FMD",0.0,1311020103270000001100000,87514.5,5,,9
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO USO DE BENS IMÓVEIS PUB.- FMD",0.0,1311020103270000001101000,87514.5,5,,9
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,19112402.64,5,,9
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000000000000,84561009.22,5,,9
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000001100000,84561009.22,5,,9
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000001101000,84561009.22,5,,9
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030000000000,0.0,5,,9
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030001100000,0.0,5,,9
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030001101000,0.0,5,,9
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,0.0,2221010101020020001101000,13088421.08,5,,9
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000000000000,0.0,5,,9
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000001100000,0.0,5,,9
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000001101000,0.0,5,,9
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000000000000,1420.64,5,,10
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000001100000,1420.64,5,,10
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000001101000,1420.64,5,,10
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO DE USO BENS IMÓVEIS PUB - FMD",0.0,1311020103270000000000000,87514.5,5,,10
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO DE USO BENS IMÓVEIS PUB - FMD",0.0,1311020103270000001100000,87514.5,5,,10
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO USO DE BENS IMÓVEIS PUB.- FMD",0.0,1311020103270000001101000,87514.5,5,,10
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,19756896.73,5,,10
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000000000000,93344212.64,5,,10
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000001100000,93344212.64,5,,10
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000001101000,93344212.64,5,,10
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030000000000,0.0,5,,10
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030001100000,0.0,5,,10
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030001101000,0.0,5,,10
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,0.0,2221010101020020001101000,13088421.08,5,,10
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000000000000,0.0,5,,10
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000001100000,0.0,5,,10
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000001101000,0.0,5,,10
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000000000000,1420.64,5,,11
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000001100000,1420.64,5,,11
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000001101000,1420.64,5,,11
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO DE USO BENS IMÓVEIS PUB - FMD",0.0,1311020103270000000000000,87514.5,5,,11
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO DE USO BENS IMÓVEIS PUB - FMD",0.0,1311020103270000001100000,87514.5,5,,11
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO USO DE BENS IMÓVEIS PUB.- FMD",0.0,1311020103270000001101000,87514.5,5,,11
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,20068611.96,5,,11
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000000000000,109974315.76,5,,11
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000001100000,109974315.76,5,,11
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000001101000,109974315.76,5,,11
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030000000000,0.0,5,,11
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030001100000,0.0,5,,11
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030001101000,0.0,5,,11
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,0.0,2221010101020020001101000,13088421.08,5,,11
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000000000000,0.0,5,,11
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000001100000,0.0,5,,11
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000001101000,0.0,5,,11
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000000000000,1420.64,5,,12
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000001100000,1420.64,5,,12
TERMO DE PERMISSÃO DE USO - DECRETO 58.727/2019 - FMD,145380.0,1311020103210000001101000,1420.64,5,,12
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO DE USO BENS IMÓVEIS PUB - FMD",0.0,1311020103270000000000000,87514.5,5,,12
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO DE USO BENS IMÓVEIS PUB - FMD",0.0,1311020103270000001100000,87514.5,5,,12
"CONCESSÃO, PERM., AUT. OU CESSÃO DIREITO USO DE BENS IMÓVEIS PUB.- FMD",0.0,1311020103270000001101000,87514.5,5,,12
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,0.0,1321050101090890000000000,20252546.06,5,,12
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000000000000,118698789.29,5,,12
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000001100000,118698789.29,5,,12
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,149581358.0,1339990101000000001101000,118698789.29,5,,12
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030000000000,0.0,5,,12
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030001100000,0.0,5,,12
CESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) - FMD,4132843.0,1399990101010030001101000,0.0,5,,12
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,0.0,2221010101020020001101000,13088421.08,5,,12
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000000000000,583697.14,5,,12
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000001100000,583697.14,5,,12
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,0.0,7339990101000000001101000,583697.14,5,,12
