txtDescricaoMovimentoReceita,valOrcadoInicial,codMovimentoReceita,valRealizado,modifiedMode,usuarioOperacao,mesAteMovimento_consulta
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,3137338.0,1321005101090890000000000,0.0,5,,1
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,457491.0,1339011103000000001101000,0.0,5,,1
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,1000000000.0,2220001101020020001101000,0.0,5,,1
DEDUÇÕES ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,0.0,2220001101020020001109001,0.0,5,,1
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,3137338.0,1321005101090890000000000,0.0,5,,2
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,457491.0,1339011103000000001101000,0.0,5,,2
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,1000000000.0,2220001101020020001101000,0.0,5,,2
DEDUÇÕES ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,0.0,2220001101020020001109001,0.0,5,,2
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,3137338.0,1321005101090890000000000,0.0,5,,3
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,457491.0,1339011103000000001101000,0.0,5,,3
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,1000000000.0,2220001101020020001101000,0.0,5,,3
DEDUÇÕES ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,0.0,2220001101020020001109001,0.0,5,,3
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,3137338.0,1321005101090890000000000,0.0,5,,4
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,457491.0,1339011103000000001101000,0.0,5,,4
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,1000000000.0,2220001101020020001101000,0.0,5,,4
DEDUÇÕES ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,0.0,2220001101020020001109001,0.0,5,,4
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,3137338.0,1321005101090890000000000,0.0,5,,5
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,457491.0,1339011103000000001101000,0.0,5,,5
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,1000000000.0,2220001101020020001101000,0.0,5,,5
DEDUÇÕES ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,0.0,2220001101020020001109001,0.0,5,,5
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,3137338.0,1321005101090890000000000,0.0,5,,6
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,457491.0,1339011103000000001101000,0.0,5,,6
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,1000000000.0,2220001101020020001101000,0.0,5,,6
DEDUÇÕES ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,0.0,2220001101020020001109001,0.0,5,,6
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,3137338.0,1321005101090890000000000,0.0,5,,7
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,457491.0,1339011103000000001101000,0.0,5,,7
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,1000000000.0,2220001101020020001101000,0.0,5,,7
DEDUÇÕES ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,0.0,2220001101020020001109001,0.0,5,,7
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,3137338.0,1321005101090890000000000,0.0,5,,8
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,457491.0,1339011103000000001101000,0.0,5,,8
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,1000000000.0,2220001101020020001101000,0.0,5,,8
DEDUÇÕES ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,0.0,2220001101020020001109001,0.0,5,,8
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,3137338.0,1321005101090890000000000,172192.14,5,,9
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,457491.0,1339011103000000001101000,79262473.33,5,,9
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,1000000000.0,2220001101020020001101000,0.0,5,,9
DEDUÇÕES ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,0.0,2220001101020020001109001,0.0,5,,9
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,3137338.0,1321005101090890000000000,568618.99,5,,10
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,457491.0,1339011103000000001101000,79262473.33,5,,10
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,1000000000.0,2220001101020020001101000,0.0,5,,10
DEDUÇÕES ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,0.0,2220001101020020001109001,0.0,5,,10
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,3137338.0,1321005101090890000000000,854962.14,5,,11
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,457491.0,1339011103000000001101000,79262473.33,5,,11
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,1000000000.0,2220001101020020001101000,18666105.56,5,,11
DEDUÇÕES ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,0.0,2220001101020020001109001,0.0,5,,11
FUNDO MUNICIPAL DE DESENVOLVIMENTO SOCIAL,3137338.0,1321005101090890000000000,1182392.53,5,,12
OUTORGAS PROVENIENTES DE CONCESSÕES - FMD,457491.0,1339011103000000001101000,149763473.33,5,,12
ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,1000000000.0,2220001101020020001101000,28489447.62,5,,12
DEDUÇÕES ALIENAÇÃO DE BENS E DIREITOS IMOBILIÁRIOS - FMD,0.0,2220001101020020001109001,18666105.56,5,,12
