codUnidade,txtDescricaoUnidade,codigoOrgao,descricaoOrgao,codigoEmpresa,descricaoEmpresa,modifiedMode,usuarioOperacao,_codOrgao_consultado
40,Coordenadoria de Ação Social e Desenvolvimento,41,Subprefeitura Perus/Anhanguera,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,41
10,Administração da Subprefeitura,42,Subprefeitura Pirituba/Jaraguá,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,42
20,Coordenadoria de Educação,42,Subprefeitura Pirituba/Jaraguá,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,42
30,Coordenadoria de Saúde,42,Subprefeitura Pirituba/Jaraguá,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,42
40,Coordenadoria de Ação Social e Desenvolvimento,42,Subprefeitura Pirituba/Jaraguá,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,42
10,Administração da Subprefeitura,43,Subprefeitura Freguesia/Brasilândia,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,43
20,Coordenadoria de Educação,43,Subprefeitura Freguesia/Brasilândia,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,43
30,Coordenadoria de Saúde,43,Subprefeitura Freguesia/Brasilândia,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,43
40,Coordenadoria de Ação Social e Desenvolvimento,43,Subprefeitura Freguesia/Brasilândia,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,43
10,Administração da Subprefeitura,44,Subprefeitura Casa Verde/Limão/Cachoeirinha ,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,44
20,Coordenadoria de Educação,44,Subprefeitura Casa Verde/Limão/Cachoeirinha ,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,44
30,Coordenadoria de Saúde,44,Subprefeitura Casa Verde/Limão/Cachoeirinha ,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,44
40,Coordenadoria de Ação Social e Desenvolvimento,44,Subprefeitura Casa Verde/Limão/Cachoeirinha ,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,44
10,Administração da Subprefeitura,45,Subprefeitura Santana/Tucuruvi,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,45
20,Coordenadoria de Educação,45,Subprefeitura Santana/Tucuruvi,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,45
30,Coordenadoria de Saúde,45,Subprefeitura Santana/Tucuruvi,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,45
40,Coordenadoria de Ação Social e Desenvolvimento,45,Subprefeitura Santana/Tucuruvi,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,45
10,Administração da Subprefeitura,46,Subprefeitura Jaçanã/Tremembé,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,46
20,Coordenadoria de Educação,46,Subprefeitura Jaçanã/Tremembé,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,46
30,Coordenadoria de Saúde,46,Subprefeitura Jaçanã/Tremembé,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,46
40,Coordenadoria de Ação Social e Desenvolvimento,46,Subprefeitura Jaçanã/Tremembé,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,46
10,Administração da Subprefeitura,47,Subprefeitura Vila Maria/Vila Guilherme,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,47
20,Coordenadoria de Educação,47,Subprefeitura Vila Maria/Vila Guilherme,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,47
30,Coordenadoria de Saúde,47,Subprefeitura Vila Maria/Vila Guilherme,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,47
40,Coordenadoria de Ação Social e Desenvolvimento,47,Subprefeitura Vila Maria/Vila Guilherme,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,47
10,Administração da Subprefeitura,48,Subprefeitura Lapa,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,48
20,Coordenadoria de Educação,48,Subprefeitura Lapa,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,48
30,Coordenadoria de Saúde,48,Subprefeitura Lapa,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,48
40,Coordenadoria de Ação Social e Desenvolvimento,48,Subprefeitura Lapa,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,48
83,SUB-LAPA / COHAB,48,Subprefeitura Lapa,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,48
10,Administração da Subprefeitura,49,Subprefeitura Sé,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,49
20,Coordenadoria de Educação,49,Subprefeitura Sé,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,49
30,Coordenadoria de Saúde,49,Subprefeitura Sé,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,49
40,Coordenadoria de Ação Social e Desenvolvimento,49,Subprefeitura Sé,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,49
10,Administração da Subprefeitura,50,Subprefeitura Butantã,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,50
20,Coordenadoria de Educação,50,Subprefeitura Butantã,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,50
30,Coordenadoria de Saúde,50,Subprefeitura Butantã,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,50
40,Coordenadoria de Ação Social e Desenvolvimento,50,Subprefeitura Butantã,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,50
10,Administração da Subprefeitura,51,Subprefeitura Pinheiros,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,51
20,Coordenadoria de Educação,51,Subprefeitura Pinheiros,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,51
30,Coordenadoria de Saúde,51,Subprefeitura Pinheiros,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,51
40,Coordenadoria de Ação Social e Desenvolvimento,51,Subprefeitura Pinheiros,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,51
10,Administração da Subprefeitura,52,Subprefeitura Vila Mariana,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,52
20,Coordenadoria de Educação,52,Subprefeitura Vila Mariana,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,52
30,Coordenadoria de Saúde,52,Subprefeitura Vila Mariana,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,52
40,Coordenadoria de Ação Social e Desenvolvimento,52,Subprefeitura Vila Mariana,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,52
10,Administração da Subprefeitura,53,Subprefeitura Ipiranga,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,53
20,Coordenadoria de Educação,53,Subprefeitura Ipiranga,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,53
30,Coordenadoria de Saúde,53,Subprefeitura Ipiranga,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,53
40,Coordenadoria de Ação Social e Desenvolvimento,53,Subprefeitura Ipiranga,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,53
10,Administração da Subprefeitura,54,Subprefeitura Santo Amaro,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,54
20,Coordenadoria de Educação,54,Subprefeitura Santo Amaro,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,54
30,Coordenadoria de Saúde,54,Subprefeitura Santo Amaro,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,54
40,Coordenadoria de Ação Social e Desenvolvimento,54,Subprefeitura Santo Amaro,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,54
10,Administração da Subprefeitura,55,Subprefeitura Jabaquara,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,55
20,Coordenadoria de Educação,55,Subprefeitura Jabaquara,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,55
30,Coordenadoria de Saúde,55,Subprefeitura Jabaquara,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,55
40,Coordenadoria de Ação Social e Desenvolvimento,55,Subprefeitura Jabaquara,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,55
10,Administração da Subprefeitura,56,Subprefeitura Cidade Ademar,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,56
20,Coordenadoria de Educação,56,Subprefeitura Cidade Ademar,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,56
30,Coordenadoria de Saúde,56,Subprefeitura Cidade Ademar,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,56
40,Coordenadoria de Ação Social e Desenvolvimento,56,Subprefeitura Cidade Ademar,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,56
10,Administração da Subprefeitura,57,Subprefeitura Campo Limpo,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,57
20,Coordenadoria de Educação,57,Subprefeitura Campo Limpo,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,57
30,Coordenadoria de Saúde,57,Subprefeitura Campo Limpo,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,57
40,Coordenadoria de Ação Social e Desenvolvimento,57,Subprefeitura Campo Limpo,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,57
10,Administração da Subprefeitura,58,Subprefeitura M'Boi Mirim,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,58
20,Coordenadoria de Educação,58,Subprefeitura M'Boi Mirim,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,58
30,Coordenadoria de Saúde,58,Subprefeitura M'Boi Mirim,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,58
40,Coordenadoria de Ação Social e Desenvolvimento,58,Subprefeitura M'Boi Mirim,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,58
10,Administração da Subprefeitura,59,Subprefeitura Capela do Socorro,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,59
20,Coordenadoria de Educação,59,Subprefeitura Capela do Socorro,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,59
30,Coordenadoria de Saúde,59,Subprefeitura Capela do Socorro,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,59
40,Coordenadoria de Ação Social e Desenvolvimento,59,Subprefeitura Capela do Socorro,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,59
10,Administração da Subprefeitura,60,Subprefeitura Parelheiros,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,60
20,Coordenadoria de Educação,60,Subprefeitura Parelheiros,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,60
30,Coordenadoria de Saúde,60,Subprefeitura Parelheiros,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,60
40,Coordenadoria de Ação Social e Desenvolvimento,60,Subprefeitura Parelheiros,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,60
10,Administração da Subprefeitura,61,Subprefeitura Penha,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,61
20,Coordenadoria de Educação,61,Subprefeitura Penha,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,61
30,Coordenadoria de Saúde,61,Subprefeitura Penha,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,61
40,Coordenadoria de Ação Social e Desenvolvimento,61,Subprefeitura Penha,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,61
10,Administração da Subprefeitura,62,Subprefeitura Ermelino Matarazzo,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,62
20,Coordenadoria de Educação,62,Subprefeitura Ermelino Matarazzo,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,62
30,Coordenadoria de Saúde,62,Subprefeitura Ermelino Matarazzo,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,62
40,Coordenadoria de Ação Social e Desenvolvimento,62,Subprefeitura Ermelino Matarazzo,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,62
10,Administração da Subprefeitura,63,Subprefeitura São Miguel Paulista,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,63
20,Coordenadoria de Educação,63,Subprefeitura São Miguel Paulista,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,63
30,Coordenadoria de Saúde,63,Subprefeitura São Miguel Paulista,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,63
40,Coordenadoria de Ação Social e Desenvolvimento,63,Subprefeitura São Miguel Paulista,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,63
10,Administração da Subprefeitura,64,Subprefeitura Itaim Paulista,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,64
20,Coordenadoria de Educação,64,Subprefeitura Itaim Paulista,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,64
30,Coordenadoria de Saúde,64,Subprefeitura Itaim Paulista,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,64
40,Coordenadoria de Ação Social e Desenvolvimento,64,Subprefeitura Itaim Paulista,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,64
10,Administração da Subprefeitura,65,Subprefeitura Mooca,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,65
20,Coordenadoria de Educação,65,Subprefeitura Mooca,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,65
30,Coordenadoria de Saúde,65,Subprefeitura Mooca,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,65
40,Coordenadoria de Ação Social e Desenvolvimento,65,Subprefeitura Mooca,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,65
83,COMPANHIA METROPOLITANA DE HABITAÇÃO DE SÃO PAULO,65,Subprefeitura Mooca,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,65
10,Administração da Subprefeitura,66,Subprefeitura Aricanduva/Formosa/Carrão,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,66
20,Coordenadoria de Educação,66,Subprefeitura Aricanduva/Formosa/Carrão,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,66
30,Coordenadoria de Saúde,66,Subprefeitura Aricanduva/Formosa/Carrão,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,66
40,Coordenadoria de Ação Social e Desenvolvimento,66,Subprefeitura Aricanduva/Formosa/Carrão,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,66
10,Administração da Subprefeitura,67,Subprefeitura Itaquera,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,67
20,Coordenadoria de Educação,67,Subprefeitura Itaquera,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,67
30,Coordenadoria de Saúde,67,Subprefeitura Itaquera,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,67
40,Coordenadoria de Ação Social e Desenvolvimento,67,Subprefeitura Itaquera,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,67
10,Administração da Subprefeitura,68,Subprefeitura de Guaianases,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,68
20,Coordenadoria de Educação,68,Subprefeitura de Guaianases,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,68
30,Coordenadoria de Saúde,68,Subprefeitura de Guaianases,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,68
40,Coordenadoria de Ação Social e Desenvolvimento,68,Subprefeitura de Guaianases,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,68
10,Administração da Subprefeitura,69,Subprefeitura de Vila Prudente,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,69
20,Coordenadoria de Educação,69,Subprefeitura de Vila Prudente,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,69
30,Coordenadoria de Saúde,69,Subprefeitura de Vila Prudente,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,69
40,Coordenadoria de Ação Social e Desenvolvimento,69,Subprefeitura de Vila Prudente,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,69
10,Administração da Subprefeitura,70,Subprefeitura São Mateus,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,70
20,Coordenadoria de Educação,70,Subprefeitura São Mateus,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,70
30,Coordenadoria de Saúde,70,Subprefeitura São Mateus,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,70
40,Coordenadoria de Ação Social e Desenvolvimento,70,Subprefeitura São Mateus,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,70
10,Administração da Subprefeitura,71,Subprefeitura Cidade Tiradentes,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,71
20,Coordenadoria de Educação,71,Subprefeitura Cidade Tiradentes,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,71
30,Coordenadoria de Saúde,71,Subprefeitura Cidade Tiradentes,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,71
40,Coordenadoria de Ação Social e Desenvolvimento,71,Subprefeitura Cidade Tiradentes,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,71
10,Administração da Subprefeitura,72,Subprefeitura Sapopemba,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,72
10,Gabinete do Secretário,73,Secretaria Municipal de Relações Internacionais,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,73
05,São Paulo Urbanismo,74,Secretaria Municipal de Turismo,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,74
10,Secretaria Municipal de Turismo,74,Secretaria Municipal de Turismo,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,74
10,Fundo Municipal de Parques,75,Fundo Municipal de Parques,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,75
10,Fundo Especial de Despesas da Câmara Municipal ,76,Fundo Especial de Despesas da Câmara Municipal de São Paulo,22,Fundo Especial de Despesas da Câmara,5,,76
10,Fundo Especial de Despesas do Tribunal de Contas,77,Fundo Especial de Despesas do Tribunal de Contas ,23,FUNDO ESPECIAL DE DESPESAS DO TCMSP,5,,77
10,Gabinete do Secretário,78,Fundo de Abastecimento Alimentar de São Paulo,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,78
10,Gabinete do Secretário,79,Secretaria Municipal de Políticas para as Mulheres,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,79
10,"Fundação Paulistana de Educação, Tecnologia e Cultura",80,"Fundação Paulistana de Educação, Tecnologia e Cultura",01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,80
10,Fundação Paulistana de Educação Tecnologia e Cultura,80,Fundação Paulistana de Educação Tecnologia e Cultura,16,FUNDAÇÃO PAULISTANA DE EDUCAÇÃO E TECNOLOGIA,5,,80
22,Secretaria Municipal de Infraestrutura Urbana e Obras,80,Fundação Paulistana de Educação Tecnologia e Cultura,16,FUNDAÇÃO PAULISTANA DE EDUCAÇÃO E TECNOLOGIA,5,,80
30,Secretaria Municipal de Desenvolvimento Econômico e Trabalho,80,Fundação Paulistana de Educação Tecnologia e Cultura,16,FUNDAÇÃO PAULISTANA DE EDUCAÇÃO E TECNOLOGIA,5,,80
10,"Fundação Paulistana de Educação, Tecnologia e Cultura",80,"Fundação Paulistana de Educação, Tecnologia e Cultura",01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,80
10,Fundação Paulistana de Educação Tecnologia e Cultura,80,Fundação Paulistana de Educação Tecnologia e Cultura,16,FUNDAÇÃO PAULISTANA DE EDUCAÇÃO E TECNOLOGIA,5,,80
22,Secretaria Municipal de Infraestrutura Urbana e Obras,80,Fundação Paulistana de Educação Tecnologia e Cultura,16,FUNDAÇÃO PAULISTANA DE EDUCAÇÃO E TECNOLOGIA,5,,80
30,Secretaria Municipal de Desenvolvimento Econômico e Trabalho,80,Fundação Paulistana de Educação Tecnologia e Cultura,16,FUNDAÇÃO PAULISTANA DE EDUCAÇÃO E TECNOLOGIA,5,,80
10,Autoridade Municipal de Limpeza Urbana,81,Autoridade Municipal de Limpeza Urbana/Fundo Municipal Limpeza Urbana,15,Autoridade Municipal de Limpeza Urbana/FMLU,5,,81
12,Secretaria Municipal das Subprefeituras,81,Autoridade Municipal de Limpeza Urbana/Fundo Municipal Limpeza Urbana,15,Autoridade Municipal de Limpeza Urbana/FMLU,5,,81
20,Fundo Municipal de Limpeza Urbana,81,Autoridade Municipal de Limpeza Urbana/Fundo Municipal Limpeza Urbana,15,Autoridade Municipal de Limpeza Urbana/FMLU,5,,81
20,Fundo Municipal de Limpeza Urbana,81,Fundo Municipal Limpeza Urbana,81,FUNDO MUNICIPAL DE LIMPEZA URBANA,5,,81
22,Secretaria Municipal de Infraestrutura Urbana,81,Autoridade Municipal de Limpeza Urbana/Fundo Municipal Limpeza Urbana,15,Autoridade Municipal de Limpeza Urbana/FMLU,5,,81
10,Autoridade Municipal de Limpeza Urbana,81,Autoridade Municipal de Limpeza Urbana/Fundo Municipal Limpeza Urbana,15,Autoridade Municipal de Limpeza Urbana/FMLU,5,,81
12,Secretaria Municipal das Subprefeituras,81,Autoridade Municipal de Limpeza Urbana/Fundo Municipal Limpeza Urbana,15,Autoridade Municipal de Limpeza Urbana/FMLU,5,,81
20,Fundo Municipal de Limpeza Urbana,81,Autoridade Municipal de Limpeza Urbana/Fundo Municipal Limpeza Urbana,15,Autoridade Municipal de Limpeza Urbana/FMLU,5,,81
20,Fundo Municipal de Limpeza Urbana,81,Fundo Municipal Limpeza Urbana,81,FUNDO MUNICIPAL DE LIMPEZA URBANA,5,,81
22,Secretaria Municipal de Infraestrutura Urbana,81,Autoridade Municipal de Limpeza Urbana/Fundo Municipal Limpeza Urbana,15,Autoridade Municipal de Limpeza Urbana/FMLU,5,,81
10,Fundação Catavento - Gabinete,82,Fundação Catavento,17,Fundação Catavento,5,,82
10,Fundação Catavento - Gabinete,82,Fundação Catavento,17,Fundação Catavento,5,,82
10,Companhia Metropolitana de Habitação de São Paulo,83,Companhia Metropolitana de Habitação de São Paulo,83,COMPANHIA METROPOLITANA DE HABITAÇÃO DE SÃO PAULO,5,,83
14,Secretaria Municipal de Habitação,83,Companhia Metropolitana de Habitação de São Paulo,83,COMPANHIA METROPOLITANA DE HABITAÇÃO DE SÃO PAULO,5,,83
01,Autarquia Hospitalar Municipal,84,Fundo Municipal de Saúde,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,84
02,Hospital do Servidor Público Municipal,84,Fundo Municipal de Saúde,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,84
10,Fundo Municipal de Saúde,84,Fundo Municipal de Saúde,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,84
11,Fundo Municipal de Saúde/BID,84,Fundo Municipal de Saúde,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,84
21,Hosp.Munic. e Maternidade Escola Dr. Mário de Moraes Altenfelder Silva,84,Fundo Municipal de Saúde,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,84
22,Coordenação de Vigilância em Saúde,84,Fundo Municipal de Saúde,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,84
23,Coordenadoria Regional de Saúde Norte,84,Fundo Municipal de Saúde,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,84
24,Coordenadoria Regional de Saúde Sul,84,Fundo Municipal de Saúde,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,84
25,Coordenadoria Regional de Saúde Sudeste,84,Fundo Municipal de Saúde,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,84
26,Coordenadoria Regional de Saúde Leste,84,Fundo Municipal de Saúde,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,84
27,Coordenadoria Regional de Saúde Oeste,84,Fundo Municipal de Saúde,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,84
28,Coordenadoria Regional de Saúde Centro,84,Fundo Municipal de Saúde,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,84
83,CIA. METROPOLITANA DE HABITAÇÃO DE SÃO PAULO,84,Fundo Municipal de Saúde,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,84
10,Fundação Theatro Municipal de São Paulo,85,Fundação Theatro Municipal de São Paulo,85,FUNDAÇÃO THEATRO MUNICIPAL DE SÃO PAULO,5,,85
10,Fundo Municipal de Saneamento Ambiental e Infraestrutura,86,Fundo Municipal de Saneamento Ambiental e Infraestrutura,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,86
11,FMSAI - Secretaria do Governo Municipal,86,Fundo Municipal de Saneamento Ambiental e Infraestrutura,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,86
12,FMSAI - Secretaria Municipal das Subprefeituras ,86,Fundo Municipal de Saneamento Ambiental e Infraestrutura,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,86
14,FMSAI - Secretaria Municipal da Habitação,86,Fundo Municipal de Saneamento Ambiental e Infraestrutura,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,86
22,FMSAI - Secretaria Municipal de Infraestrutura Urbana e Obras,86,Fundo Municipal de Saneamento Ambiental e Infraestrutura,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,86
27,FMSAI - Secretaria Municipal do Verde e Meio Ambiente,86,Fundo Municipal de Saneamento Ambiental e Infraestrutura,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,86
83,Companhia Metropolitana de Habitação de São Paulo - COHAB,86,Fundo Municipal de Saneamento Ambiental e Infraestrutura,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,86
91,Fundo Municipal de Habitação,86,Fundo Municipal de Saneamento Ambiental e Infraestrutura,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,86
10,Fundo Municipal de Desenvolvimento de Trânsito,87,Fundo Municipal de Desenvolvimento de Trânsito,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,87
33,AGENCIA REGULADORA DE SERVIÇOS PÚBLICOS DO MUNICÍPIO DE SÃO PAULO,87,Fundo Municipal de Desenvolvimento de Trânsito,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,87
10,Fundo de Preservação do Patrimônio Histórico e Cultural,88,Fundo de Preservação do Patrimônio Histórico e Cultural,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,88
10,Fundo Municipal de Esportes e Lazer,89,Fundo Municipal de Esportes e Lazer,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,89
10,Fundo Municipal dos Direitos da Criança e do Adolescente,90,Fundo Municipal dos Direitos da Criança e do Adolescente,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,90
10,Fundo Municipal de Habitação,91,Fundo Municipal de Habitação,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,91
10,Fundo Municipal de Habitação,91,Fundo Municipal de Habitação,91,Fundo Municipal de Habitação - COHAB,5,,91
14,SECRETARIA MUNICIPAL DE HABITAÇÃO,91,Fundo Municipal de Habitação,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,91
