codUnidade,txtDescricaoUnidade,codigoOrgao,descricaoOrgao,codigoEmpresa,descricaoEmpresa,modifiedMode,usuarioOperacao,_codOrgao_consultado
50,Secretaria Executiva de Mobilidade e Trânsito - SEMTRA,20,Secretaria Municipal de Mobilidade Urbana e Transporte - SMT,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,20
10,Procuradoria Geral do Município,21,Procuradoria Geral do Município - PGM,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,21
15,Procuradoria Geral do Município,21,Procuradoria Geral do Município - PGM,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,21
20,Departamento de Desapropriações,21,Procuradoria Geral do Município - PGM,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,21
30,Departamento Judicial,21,Procuradoria Geral do Município - PGM,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,21
40,Departamento Patrimonial,21,Procuradoria Geral do Município - PGM,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,21
50,Departamento Fiscal,21,Procuradoria Geral do Município - PGM,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,21
60,Departamento de Procedimentos Diciplinares,21,Procuradoria Geral do Município - PGM,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,21
10,Gabinete do Secretário,22,Secretaria Municipal de Infraestrutura Urbana e Obras,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,22
20,Departamento de Iluminação Pública,22,Secretaria Municipal de Infraestrutura Urbana e Obras,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,22
30,Departamento de Controle de Uso de Vias Públicas,22,Secretaria Municipal de Infraestrutura Urbana e Obras,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,22
40,Superintendência de Obras Viárias,22,Secretaria Municipal de Infraestrutura Urbana e Obras,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,22
50,Superintendência de Projetos Viários,22,Secretaria Municipal de Infraestrutura Urbana e Obras,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,22
10,Gabinete do Secretário,23,Secretaria Municipal de Inovação e Tecnologia,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,23
20,Departamento de Edificações,23,Secretaria Municipal de Inovação e Tecnologia,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,23
40,Departamento de Limpeza Urbana,23,Secretaria Municipal de Inovação e Tecnologia,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,23
50,Supervisão Geral de Abastecimento,23,Secretaria Municipal de Inovação e Tecnologia,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,23
10,Gabinete do Secretário,24,Secretaria Municipal de Assistência e Desenvolvimento Social,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,24
11,Supervisão Geral de Administração,24,Secretaria Municipal de Assistência e Desenvolvimento Social,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,24
12,Supervisão Geral de Desenvolvimento de Pessoal,24,Secretaria Municipal de Assistência e Desenvolvimento Social,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,24
13,Supervisão Geral de Planejamento e Controle,24,Secretaria Municipal de Assistência e Desenvolvimento Social,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,24
20,Supervisão Regional de Assistência Social de Campo Limpo,24,Secretaria Municipal de Assistência e Desenvolvimento Social,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,24
21,Coordenadoria de Assistência Social - CAS Sudeste,24,Secretaria Municipal de Assistência e Desenvolvimento Social,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,24
22,Coordenadoria de Assistência Social - CAS Leste,24,Secretaria Municipal de Assistência e Desenvolvimento Social,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,24
23,Coordenadoria de Assistência Social - CAS Centro-Oeste,24,Secretaria Municipal de Assistência e Desenvolvimento Social,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,24
24,Coordenadoria de Assistência Social - CAS Sul,24,Secretaria Municipal de Assistência e Desenvolvimento Social,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,24
25,Coordenadoria de Assistência Social - CAS Norte,24,Secretaria Municipal de Assistência e Desenvolvimento Social,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,24
30,Supervisão Regional de Assistência Social da Freguesia do Ó,24,Secretaria Municipal de Assistência e Desenvolvimento Social,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,24
40,Supervisão Regional de Assistência Social de São Miguel Paulista,24,Secretaria Municipal de Assistência e Desenvolvimento Social,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,24
50,Supervisão Regional de Assistência Social da Sé/Lapa,24,Secretaria Municipal de Assistência e Desenvolvimento Social,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,24
60,Supervisão Regional de Assistência Social de Vila Prudente,24,Secretaria Municipal de Assistência e Desenvolvimento Social,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,24
83,Companhia Metropolitana de Habitação de São Paulo,24,Secretaria Municipal de Assistência e Desenvolvimento Social,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,24
06,SÃO PAULO TURISMO,25,Secretaria Municipal de Cultura,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,25
10,Gabinete do Secretário,25,Secretaria Municipal de Cultura,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,25
11,Departamento da Biblioteca Mario de Andrade,25,Secretaria Municipal de Cultura,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,25
12,Centro Cultural da Juventude,25,Secretaria Municipal de Cultura,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,25
15,SMC / SPCINE,25,Secretaria Municipal de Cultura,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,25
20,Departamento de Teatro,25,Secretaria Municipal de Cultura,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,25
30,Coordenadoria de Bibliotecas Municipais,25,Secretaria Municipal de Cultura,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,25
40,Departamento de Bibliotecas Infanto-Juvenis,25,Secretaria Municipal de Cultura,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,25
50,"Coordenadoria de Museus, Arquivo e Patrimônio Histórico",25,Secretaria Municipal de Cultura,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,25
60,Coordenadoria de Centros Culturais Municipais,25,Secretaria Municipal de Cultura,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,25
70,Coordenadoria de Fomento e Cidadania Cultural,25,Secretaria Municipal de Cultura,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,25
80,Departamento do Teatro Municipal,25,Secretaria Municipal de Cultura,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,25
83,SMC - COHAB,25,Secretaria Municipal de Cultura,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,25
10,Gabinete do Secretário,26,Secretaria Municipal de Justiça,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,26
20,Departamento de Inspeção Municipal de Alimentos,26,Secretaria Municipal de Justiça,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,26
30,Supervisão Geral de Operações,26,Secretaria Municipal de Justiça,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,26
40,Departamento de Apoio e Desenvolvimento,26,Secretaria Municipal de Justiça,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,26
50,Supervisão Geral de Abastecimento,26,Secretaria Municipal de Justiça,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,26
60,Departamento de Alimentação e Suprimento,26,Secretaria Municipal de Justiça,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,26
10,Gabinete do Secretário,27,Secretaria Municipal do Verde e do Meio Ambiente,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,27
20,Coordenadoria de Guarda Civil Metropolitana,27,Secretaria Municipal do Verde e do Meio Ambiente,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,27
30,Departamento de Controle da Qualidade Ambiental,27,Secretaria Municipal do Verde e do Meio Ambiente,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,27
40,Departamento de Educação Ambiental e Planejamento,27,Secretaria Municipal do Verde e do Meio Ambiente,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,27
50,Departamento de Parques e Áreas Verdes,27,Secretaria Municipal do Verde e do Meio Ambiente,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,27
09,Recursos Superv. pela Câmara Municipal,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
10,Recursos Superv. pelo Tribunal de Contas,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
11,Recursos Superv. pelo Gabinete do Prefeito,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
12,Recursos Superv. pela Secretaria Municipal das Subprefeituras,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
13,Recursos Superv. pela Secretaria Municipal de Gestão   ,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
14,Recursos Superv. pela Secretaria Municipal de Habitação,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
15,Recursos Superv. pela Secretaria Municipal de Gestão,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
16,Recursos Superv. pela Secretaria Municipal de Educação,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
17,Recursos Superv. pela Secretaria Municipal da Fazenda,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
18,Recursos Superv. pela Secretaria Municipal da Saúde/Fundo Mun.de Saúde,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
19,Recursos Superv. pela Secr. Municipal de Esportes e Lazer,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
20,Recursos Superv. pela Secretaria Municipal de Transportes,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
21,Recursos Superv. pela Procuradoria Geral do Município,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
22,Recursos Superv. pela Secretaria Mun.de Infraestrutura Urbana e Obras,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
23,Recursos Superv. pela Secretaria Municipal de Serviços,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
24,Recursos Superv. pela Secr.Municipal de Assistência e Desenv. Social,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
25,Recursos Superv. pela Secretaria Municipal de Cultura,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
26,Recursos Superv. pela Secr. Municipal de Abastecimento,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
27,Recursos Superv. pela Secr.Municipal do Verde e do Meio Ambiente,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
29,Recursos Superv. pela Secretaria Municipal Urbanismo e Licenciamento,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
30,Recursos Superv. pela Secretaria Munic de Desenv Econ e Trabalho,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
31,Recursos Superv. pela Secretaria Municipal de Relações Internacionais,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
32,Recursos Superv. pela Ouvidoria Geral do Município de São Paulo,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
33,Recursos Superv. pela Secretaria Especial para Participação e Parceria,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
34,Recursos Superv. pela Secretaria Especial para Participação e Parceria,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
36,Recursos Superv. pela Secr.Espec.da Pessoa c/Deficiência e Mob.Reduzid,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
38,Recursos Superv. pela Secretaria Municipal de Segurança Urbana,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
41,Recursos Superv. pela Subprefeitura Perus,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
42,Recursos Superv. pela Subprefeitura Pirituba,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
43,Recursos Superv. pela Subprefeitura Freguesia/Brasilândia,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
44,Recursos Superv. pela Subprefeitura Casa Verde/Cachoeirinha,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
45,Recursos Superv. pela Subprefeitura Santana/Tucuruvi,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
46,Recursos Superv. pela Subprefeitura Jaçanã/Tremembé,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
47,Recursos Superv. pela Subprefeitura Vila Maria/Vila Guilherme,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
48,Recursos Superv. pela Subprefeitura Lapa,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
49,Recursos Superv. pela Subprefeitura Sé,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
50,Recursos Superv. pela Subprefeitura Butantã,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
51,Recursos Superv. pela Subprefeitura Pinheiros,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
52,Recursos Superv. pela Subprefeitura Vila Mariana,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
53,Recursos Superv. pela Subprefeitura Ipiranga,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
54,Recursos Superv. pela Subprefeitura Santo Amaro,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
55,Recursos Superv. pela Subprefeitura Jabaquara,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
56,Recursos Superv. pela Subprefeitura Cidade Ademar,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
57,Recursos Superv. pela Subprefeitura Campo Limpo,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
58,Recursos Superv. pela Subprefeitura M Boi Mirim,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
59,Recursos Superv. pela Subprefeitura Capela do Socorro,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
60,Recursos Superv. pela Subprefeitura Parelheiros,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
61,Recursos Superv. pela Subprefeitura Penha,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
62,Recursos Superv. pela Subprefeitura Ermelino Matarazzo,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
63,Recursos Superv. pela Subprefeitura São Miguel,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
64,Recursos Superv. pela Subprefeitura Itaim Paulista,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
65,Recursos Superv. pela Subprefeitura Moóca,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
66,Recursos Superv. pela Subprefeitura Aricanduva/Formosa/Carrão,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
67,Recursos Superv. pela Subprefeitura Itaquera,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
68,Recursos Superv. pela Subprefeitura Guaianazes,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
69,Recursos Superv. pela Subprefeitura Vila Prudente/Sapopemba,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
70,Recursos Superv. pela Subprefeitura São Mateus,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
71,Recursos Superv. pela Subprefeitura Cidade Tiradentes,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
89,"Recursos Superv. pelo Fundo Municipal de Esportes,Lazer e Recreação",28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
90,Recursos Superv.p/Fundo Munic.dos Direitos da Criança e do Adolescente,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
91,Recursos Superv. pelo Fundo Municipal de Habitação,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
92,Recursos Superv.p/Fundu Mun.Sist.Corred.Segregados Exclus.p/Tráfego,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
93,Recursos Superv. pelo Fundo Municipal de Assistência Social,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
94,Recursos Superv. p/ Fundo Espec.do Meio Ambiente e Desenv. Sustentável,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
95,Recursos Superv. p/Fundo Especial de Promoção de Atividades Culturais,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
96,Recursos Superv.pelo Fundo Municipal de Turismo,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
97,Recursos Superv.p/Fundo de Prot.Patr.Cultural e Ambiental Paulistano,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
98,Recursos Superv. pelo Fundo de Desenvolvimento Urbano,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
99,Recursos Superv.pelo Fundo Municipal de Iluminação Pública,28,Encargos Gerais do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,28
05,São Paulo Urbanismo / Operações Urbanas,29,Secretaria Municipal de Urbanismo e Licenciamento,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,29
10,Secretaria Municipal de Urbanismo e Licenciamento/Gabinete,29,Secretaria Municipal de Urbanismo e Licenciamento,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,29
20,Operação Urbana Consorciada Água Branca,29,Secretaria Municipal de Urbanismo e Licenciamento,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,29
30,Operação Urbana Consorciada Água Espraiada,29,Secretaria Municipal de Urbanismo e Licenciamento,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,29
40,Operação Urbana Centro,29,Secretaria Municipal de Urbanismo e Licenciamento,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,29
50,Operação Urbana Consorciada Faria Lima,29,Secretaria Municipal de Urbanismo e Licenciamento,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,29
60,OPERAÇÃO URBANA CONSORCIADA BAIRROS DO TAMANDUATEI,29,Secretaria Municipal de Urbanismo e Licenciamento,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,29
83,COHAB / Operações Urbanas,29,Secretaria Municipal de Urbanismo e Licenciamento,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,29
91,FMH / Operações Urbanas,29,Secretaria Municipal de Urbanismo e Licenciamento,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,29
10,Gabinete do Secretário,30,Secretaria Municipal de Desenvolvimento Econômico e Trabalho,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,30
10,Gabinete do Secretário,31,Secretaria Municipal de Planejamento e Eficiência,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,31
10,Gabinete da Controladoria Geral,32,Controladoria Geral do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,32
10,Gabinete do Secretário,33,Secretaria Municipal de Segurança Urbana,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,33
10,Agência Reg. de Serv. Públicos do Mun de São Paulo,33,Agência Reg. de Serv. Públicos do Mun de São Paulo        ,07,AGÊNCIA REG. DE SERV. PÚBLICOS DE SÃO PAULO,5,,33
12,SECRETARIA MUNICIPAL DAS SUBPREFEITURAS,33,Agência Reg. de Serv. Públicos do Mun de São Paulo        ,07,AGÊNCIA REG. DE SERV. PÚBLICOS DE SÃO PAULO,5,,33
20,Guarda Civil Metropolitana,33,Secretaria Municipal de Segurança Urbana,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,33
30,Corregedoria Geral da Guarda Civil Metropolitana,33,Secretaria Municipal de Segurança Urbana,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,33
81,Autoridade Municipal de Limpeza Urbana - AMLURB,33,Agência Reg. de Serv. Públicos do Mun de São Paulo        ,07,AGÊNCIA REG. DE SERV. PÚBLICOS DE SÃO PAULO,5,,33
10,Gabinete do Secretário,33,Secretaria Municipal de Segurança Urbana,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,33
10,Agência Reg. de Serv. Públicos do Mun de São Paulo,33,Agência Reg. de Serv. Públicos do Mun de São Paulo        ,07,AGÊNCIA REG. DE SERV. PÚBLICOS DE SÃO PAULO,5,,33
12,SECRETARIA MUNICIPAL DAS SUBPREFEITURAS,33,Agência Reg. de Serv. Públicos do Mun de São Paulo        ,07,AGÊNCIA REG. DE SERV. PÚBLICOS DE SÃO PAULO,5,,33
20,Guarda Civil Metropolitana,33,Secretaria Municipal de Segurança Urbana,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,33
30,Corregedoria Geral da Guarda Civil Metropolitana,33,Secretaria Municipal de Segurança Urbana,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,33
81,Autoridade Municipal de Limpeza Urbana - AMLURB,33,Agência Reg. de Serv. Públicos do Mun de São Paulo        ,07,AGÊNCIA REG. DE SERV. PÚBLICOS DE SÃO PAULO,5,,33
10,Gabinete do Secretário,34,Secretaria Municipal de Direitos Humanos e Cidadania,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,34
20,Fundo Municipal de Combate a Fome,34,Secretaria Municipal de Direitos Humanos e Cidadania,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,34
10,Fundo Municipal de Defesa do Consumidor,35,Fundo Municipal de Defesa do Consumidor,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,35
33,Segurança Urbana - Lei N. 13.396/02,35,Fundo Municipal de Defesa do Consumidor,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,35
10,Gabinete do Secretário,36,Secretaria Municipal da Pessoa com Deficiência,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,36
10,Gabinete do Secretário,36,Autoridade Municipal de Limpeza Urbana / Fundo Mun. de Limpeza Urbana,15,Autoridade Municipal de Limpeza Urbana/FMLU,5,,36
10,Gabinete do Secretário,36,Secretaria Municipal da Pessoa com Deficiência,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,36
10,Gabinete do Secretário,36,Autoridade Municipal de Limpeza Urbana / Fundo Mun. de Limpeza Urbana,15,Autoridade Municipal de Limpeza Urbana/FMLU,5,,36
05,São Paulo Urbanismo,37,Secretaria Municipal de Desenvolvimento Urbano,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,37
10,Gabinete do Secretário,37,Secretaria Municipal de Desenvolvimento Urbano,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,37
20,Operação Urbana Água Branca,37,Secretaria Municipal de Desenvolvimento Urbano,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,37
30,Operação Urbana Água Espraiada,37,Secretaria Municipal de Desenvolvimento Urbano,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,37
40,Operação Urbana Centro,37,Secretaria Municipal de Desenvolvimento Urbano,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,37
50,Operação Urbana Faria Lima,37,Secretaria Municipal de Desenvolvimento Urbano,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,37
83,Companhia Metropolitana de Habitação de São Paulo,37,Secretaria Municipal de Desenvolvimento Urbano,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,37
91,Fundo Municipal de Habitação,37,Secretaria Municipal de Desenvolvimento Urbano,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,37
10,Gabinete do Secretário,38,Secretaria Municipal de Segurança Urbana,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,38
83,COMPANHIA METROPOLITANA DE HABITAÇÃO DE SÃO PAULO,38,Secretaria Municipal de Segurança Urbana,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,38
10,Fundo Especial da Procuradoria Geral do Município,39,Fundo Especial da Procuradoria Geral do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,39
20,Centro de Estudos Jurídicos Lucia Maria Moraes Ribeiro de Mendonça,39,Fundo Especial da Procuradoria Geral do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,39
30,Escola Superior de Direito Público Municipal,39,Fundo Especial da Procuradoria Geral do Município,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,39
10,Gabinete do Secretário,40,Secretaria Municipal de Desestatização e Parcerias,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,40
10,Administração da Subprefeitura,41,Subprefeitura Perus/Anhanguera,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,41
20,Coordenadoria de Educação,41,Subprefeitura Perus/Anhanguera,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,41
30,Coordenadoria de Saúde,41,Subprefeitura Perus/Anhanguera,01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5,,41
