valLiquidado,valPagoRestos,valAnuladoEmpenho,valPagoExercicio,txtRazaoSocial,valLiquidadoRestos,valEmpenhadoLiquido,numCpfCnpj,valTotalEmpenhado,modifiedMode,usuarioOperacao
0.0,4585760.13,0.0,0.0,HERSA ENGENHARIA E SERVICOS LTDA,0.0,4686367.41,01376473000150,4686367.41,5,
0.0,4029096.89,0.0,0.0,EEC ENGENHARIA E CONSTRUCOES LTDA,0.0,4276249.82,02811333000126,4276249.82,5,
0.0,2386844.8,0.0,0.0,DB CONSTRUCOES LTDA,0.0,3568350.19,03101876000112,3568350.19,5,
0.0,13769259.44,0.0,0.0,BB ENGENHARIA E CONSTRUCOES S A,0.0,20946941.83,03643992000163,20946941.83,5,
0.0,1852775.14,0.0,0.0,EMPREITEC CONSTRUCOES ELETRICAS LTDA,0.0,3778666.67,33534793000188,3778666.67,5,
0.0,1513872.16,0.0,0.0,CONSTRUTORA ROY LTDA,0.0,2202027.33,43898972000158,2202027.33,5,
0.0,6407732.72,0.0,0.0,SCOPUS CONSTRUTORA & INCORPORADORA LTDA,0.0,7983394.89,49723802000119,7983394.89,5,
0.0,733363.33,0.0,0.0,CONSTRUTORA SANDIN LTDA,0.0,3314367.21,51182145000191,3314367.21,5,
0.0,2244935.89,0.0,0.0,CLD CONSTRUTORA LACOS DETETORES E ELETRONICA LTDA,0.0,2325002.5,55996615000101,2325002.5,5,
0.0,0.0,0.0,0.0,CONSTRUTORA PROGREDIOR LTDA,0.0,22380988.33,56838949000110,22380988.33,5,
0.0,510442.91,0.0,0.0,MACOR ENGENHARIA CONSTRUCOES E COMERCIO SA,0.0,2206163.3,57646374000104,2206163.3,5,
0.0,4648309.95,0.0,0.0,H E ENGENHARIA COMERCIO E REPRESENTACOES LTDA,0.0,12539383.47,62533278000181,12539383.47,5,
0.0,7278094.43,0.0,0.0,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,0.0,17231965.54,66748955000130,17231965.54,5,
0.0,14776230.59,0.0,0.0,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,0.0,32387670.09,67192609000180,32387670.09,5,
0.0,1129245.34,0.0,0.0,VILLANOVA ENGENHARIA E DESENVOLVIMENTO AMBIENTAL LTDA,0.0,3088673.77,04373329000159,3088673.77,5,
0.0,9385850.61,0.0,0.0,CODIGO ENGENHARIA E CONSTRUCOES LTDA,0.0,14182026.67,05577367000196,14182026.67,5,
0.0,402539.28,0.0,0.0,WEBER CONSULTORIA E ENGENHARIA AMBIENTAL LIMITADA,0.0,3730976.58,06273115000136,3730976.58,5,
0.0,6320132.79,0.0,0.0,CONSITEC  ENGENHARIA E TECNOLOGIA LTDA,0.0,11000209.04,02243019000194,11000209.04,5,
0.0,2973771.63,0.0,0.0,PILAO ENGENHARIA E CONSTRUCOES LTDA,0.0,6526603.51,01294872000172,6526603.51,5,
0.0,52784.59,0.0,0.0,LEMAM CONSTRUCOES E COMERCIO SA,0.0,60930.86,04002395000112,60930.86,5,
0.0,1708468.93,0.0,0.0,DEKTON ENGENHARIA E CONSTRUCAO LTDA,0.0,2028504.68,06297348000179,2028504.68,5,
0.0,2258988.08,0.0,0.0,CONSTRUISO ENGENHARIA E EMPREENDIMENTOS LTDA,0.0,2359010.81,04206255000166,2359010.81,5,
0.0,3757366.49,0.0,0.0,SHOP SIGNS OBRAS E SERVICOS LTDA,0.0,5824146.83,02120261000170,5824146.83,5,
0.0,0.0,0.0,0.0,2N ENGENHARIA LTDA,0.0,1328054.84,00346953000106,1328054.84,5,
0.0,2037755.03,0.0,0.0,SPALLA ENGENHARIA LTDA,0.0,3078063.61,05633207000117,3078063.61,5,
0.0,2971667.63,0.0,0.0,R J C SINALIZACAO URBANA LTDA,0.0,6126778.27,12420273000174,6126778.27,5,
0.0,34590.66,0.0,0.0,VPP CONSTRUTORA LTDA,0.0,3008584.27,04860624000130,3008584.27,5,
0.0,5817582.05,0.0,0.0,FP PROJETOS EMPREENDIMENTOS LTDA,0.0,8558066.1,15009784000196,8558066.1,5,
0.0,5784264.53,0.0,0.0,RODOSERV ENGENHARIA LTDA,0.0,7777831.73,15108349000119,7777831.73,5,
0.0,3376032.71,0.0,0.0,ECO PRIME ENGENHARIA LTDA,0.0,4625694.33,08068681000131,4625694.33,5,
0.0,2851966.78,0.0,0.0,APENG SERVICOS E CONSTRUCOES LTDA,0.0,4210000.0,30037029000109,4210000.0,5,
0.0,6460423.7,0.0,0.0,TETRABASE  ENGENHARIA E CONSTRUCOES LTDA,0.0,10357388.72,07534937000196,10357388.72,5,
0.0,2923680.4,0.0,0.0,TERRA NOVA ENGENHARIA E CONSTRUCOES LTDA,0.0,3374062.8,07461206000168,3374062.8,5,
0.0,2530474.02,0.0,0.0,DPT ENGENHARIA E ARQUITETURA LTDA,0.0,2930646.1,34730331000107,2930646.1,5,
0.0,5325424.55,0.0,0.0,HABITA LOTE 12 SA,0.0,13636980.81,33113646000134,13636980.81,5,
0.0,4649206.75,0.0,0.0,FRIG ENGENHARIA LTDA,0.0,5199539.74,32402456000174,5199539.74,5,
0.0,2005766.06,0.0,0.0,RAMON AGUILERA PARTICIPACOES E EMPREENDIMENTOS LTDA,0.0,3439510.06,11823795000154,3439510.06,5,
