valLiquidado,valPagoRestos,valAnuladoEmpenho,valPagoExercicio,txtRazaoSocial,valLiquidadoRestos,valEmpenhadoLiquido,numCpfCnpj,valTotalEmpenhado,modifiedMode,usuarioOperacao
0.0,0.0,0.0,0.0,BB ENGENHARIA E CONSTRUCOES S A,0.0,1667244.1,03643992000163,1667244.1,5,
0.0,0.0,0.0,0.0,SOEBE CONSTRUÇÃO E PAVIMENTAÇÃO SA,0.0,13238045.15,43677822000114,13238045.15,5,
0.0,0.0,0.0,0.0,COMPANHIA DE ENGENHARIA DE TRAFEGO - CET,0.0,21564145.43,47902648000117,21564145.43,5,
0.0,0.0,0.0,0.0,FLORESTANA CONSTRUCOES E SERVICOS LTDA,0.0,5297933.43,53591103000130,5297933.43,5,
0.0,0.0,0.0,0.0,SAO PAULO TRANSPORTE SA,0.0,9734444.12,60498417000158,9734444.12,5,
0.0,0.0,0.0,0.0,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,0.0,11468166.79,62162847000120,11468166.79,5,
0.0,0.0,0.0,0.0,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,0.0,66339.4,66748955000130,66339.4,5,
0.0,0.0,0.0,0.0,FBS CONSTRUCAO CIVIL E PAVIMENTACAO S.A.,0.0,6611978.68,66806555000133,6611978.68,5,
0.0,241200.81,0.0,0.0,CONSTRUTORA LETTIERI CORDARO LTDA,0.0,910459.55,07879965000145,910459.55,5,
0.0,0.0,0.0,0.0,SHOP SIGNS OBRAS E SERVICOS LTDA,0.0,5578923.82,02120261000170,5578923.82,5,
0.0,0.0,0.0,0.0,FREMIX PAVIMENTACAO E CONSTRUCOES LTDA ,0.0,7361421.27,01065014000156,7361421.27,5,
0.0,0.0,0.0,0.0,HABITA LOTE 12 SA,0.0,8495009.05,33113646000134,8495009.05,5,
0.0,0.0,0.0,0.0,BB ENGENHARIA E CONSTRUCOES S A,0.0,1667244.1,03643992000163,1667244.1,5,
0.0,0.0,0.0,0.0,SOEBE CONSTRUÇÃO E PAVIMENTAÇÃO SA,0.0,13238045.15,43677822000114,13238045.15,5,
0.0,0.0,0.0,0.0,COMPANHIA DE ENGENHARIA DE TRAFEGO - CET,0.0,21564145.43,47902648000117,21564145.43,5,
0.0,0.0,0.0,0.0,FLORESTANA CONSTRUCOES E SERVICOS LTDA,0.0,5297933.43,53591103000130,5297933.43,5,
0.0,0.0,0.0,0.0,SAO PAULO TRANSPORTE SA,0.0,9734444.12,60498417000158,9734444.12,5,
0.0,0.0,0.0,0.0,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,0.0,11468166.79,62162847000120,11468166.79,5,
0.0,0.0,0.0,0.0,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,0.0,66339.4,66748955000130,66339.4,5,
0.0,0.0,0.0,0.0,FBS CONSTRUCAO CIVIL E PAVIMENTACAO S.A.,0.0,6611978.68,66806555000133,6611978.68,5,
0.0,241200.81,0.0,0.0,CONSTRUTORA LETTIERI CORDARO LTDA,0.0,910459.55,07879965000145,910459.55,5,
0.0,0.0,0.0,0.0,SHOP SIGNS OBRAS E SERVICOS LTDA,0.0,5578923.82,02120261000170,5578923.82,5,
0.0,0.0,0.0,0.0,FREMIX PAVIMENTACAO E CONSTRUCOES LTDA ,0.0,7361421.27,01065014000156,7361421.27,5,
0.0,0.0,0.0,0.0,HABITA LOTE 12 SA,0.0,8495009.05,33113646000134,8495009.05,5,
0.0,0.0,0.0,0.0,BB ENGENHARIA E CONSTRUCOES S A,0.0,1667244.1,03643992000163,1667244.1,5,
0.0,0.0,0.0,0.0,SOEBE CONSTRUÇÃO E PAVIMENTAÇÃO SA,0.0,13238045.15,43677822000114,13238045.15,5,
2910975.21,0.0,0.0,0.0,COMPANHIA DE ENGENHARIA DE TRAFEGO - CET,0.0,21564145.43,47902648000117,21564145.43,5,
0.0,0.0,0.0,0.0,FLORESTANA CONSTRUCOES E SERVICOS LTDA,0.0,5297933.43,53591103000130,5297933.43,5,
0.0,0.0,0.0,0.0,SAO PAULO TRANSPORTE SA,0.0,9734444.12,60498417000158,9734444.12,5,
0.0,0.0,0.0,0.0,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,0.0,11468166.79,62162847000120,11468166.79,5,
0.0,0.0,0.0,0.0,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,0.0,66339.4,66748955000130,66339.4,5,
0.0,0.0,0.0,0.0,FBS CONSTRUCAO CIVIL E PAVIMENTACAO S.A.,0.0,6611978.68,66806555000133,6611978.68,5,
0.0,241200.81,0.0,0.0,CONSTRUTORA LETTIERI CORDARO LTDA,0.0,910459.55,07879965000145,910459.55,5,
0.0,0.0,0.0,0.0,SHOP SIGNS OBRAS E SERVICOS LTDA,0.0,5578923.82,02120261000170,5578923.82,5,
0.0,0.0,0.0,0.0,FREMIX PAVIMENTACAO E CONSTRUCOES LTDA ,0.0,7361421.27,01065014000156,7361421.27,5,
0.0,0.0,0.0,0.0,HABITA LOTE 12 SA,0.0,8495009.05,33113646000134,8495009.05,5,
407521.24,0.0,0.0,124013.85,BB ENGENHARIA E CONSTRUCOES S A,0.0,1667244.1,03643992000163,1667244.1,5,
5240398.29,0.0,0.0,0.0,SOEBE CONSTRUÇÃO E PAVIMENTAÇÃO SA,0.0,13238045.15,43677822000114,13238045.15,5,
8857254.86,0.0,0.0,8857254.86,COMPANHIA DE ENGENHARIA DE TRAFEGO - CET,0.0,21564145.43,47902648000117,21564145.43,5,
111262.7,0.0,0.0,0.0,FLORESTANA CONSTRUCOES E SERVICOS LTDA,0.0,5297933.43,53591103000130,5297933.43,5,
7871080.5,0.0,0.0,0.0,SAO PAULO TRANSPORTE SA,0.0,9734444.12,60498417000158,9734444.12,5,
7102766.28,0.0,1648216.42,0.0,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,0.0,9819950.37,62162847000120,11468166.79,5,
0.0,0.0,0.0,0.0,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,0.0,66339.4,66748955000130,66339.4,5,
435668.88,0.0,0.0,0.0,FBS CONSTRUCAO CIVIL E PAVIMENTACAO S.A.,0.0,6611978.68,66806555000133,6611978.68,5,
0.0,241200.81,0.0,0.0,CONSTRUTORA LETTIERI CORDARO LTDA,0.0,910459.55,07879965000145,910459.55,5,
2750861.97,0.0,0.0,2750861.97,SHOP SIGNS OBRAS E SERVICOS LTDA,0.0,5578923.82,02120261000170,5578923.82,5,
7173208.16,0.0,188213.11,0.0,FREMIX PAVIMENTACAO E CONSTRUCOES LTDA ,0.0,7173208.16,01065014000156,7361421.27,5,
4331783.04,0.0,0.0,3303062.1,HABITA LOTE 12 SA,0.0,8495009.05,33113646000134,8495009.05,5,
1637695.59,0.0,0.0,1637695.59,BB ENGENHARIA E CONSTRUCOES S A,0.0,1667244.1,03643992000163,1667244.1,5,
13020432.46,0.0,0.0,13020432.46,SOEBE CONSTRUÇÃO E PAVIMENTAÇÃO SA,0.0,13238045.15,43677822000114,13238045.15,5,
17063499.81,0.0,0.0,17063499.81,COMPANHIA DE ENGENHARIA DE TRAFEGO - CET,0.0,21564145.43,47902648000117,21564145.43,5,
668316.43,0.0,0.0,111262.7,FLORESTANA CONSTRUCOES E SERVICOS LTDA,0.0,5297933.43,53591103000130,5297933.43,5,
7871080.5,0.0,0.0,7871080.5,SAO PAULO TRANSPORTE SA,0.0,9734444.12,60498417000158,9734444.12,5,
9723170.21,0.0,1648216.42,9723170.21,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,0.0,9819950.37,62162847000120,11468166.79,5,
0.0,0.0,0.0,0.0,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,0.0,66339.4,66748955000130,66339.4,5,
