codEmpresa,nomEmpresa,numReserva,codEmpenho,anoEmpenho,mesEmpenho,datEmpenho,codProcesso,numCpfCnpj,txtRazaoSocial,numContrato,anoContrato,codOrgao,txDescricaoOrgao,codUnidade,txDescricaoUnidade,codFuncao,txDescricaoFuncao,codSubFuncao,txDescricaoSubFuncao,codPrograma,txDescricaoPrograma,codProjetoAtividade,txDescricaoProjetoAtividade,codCategoria,txDescricaoCategoriaEconomica,codGrupo,txDescricaoGrupoDespesa,codModalidade,txDescricaoModalidade,codElemento,txDescricaoElemento,codFonteRecurso,txDescricaoFonteRecurso,codItemDespesa,txDescricaoItemDespesa,codSubElemento,txDescricaoSubElementoDespesa,valTotalEmpenhado,valAnuladoEmpenho,valEmpenhadoLiquido,valLiquidado,valPagoExercicio,valPagoRestos,anexos,codReferencia,codDestinacaoRecurso,codVinculacaoRecurso,codExeFonte,numeroOriginalContrato
01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,20386,26191,2022,3,14/03/2022 00:00:00,6018202100518609,67192609000180,M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA,28293,2021,07,Fundo Municipal de Desenvolvimento Social,10,Fundo Municipal de Desenvolvimento Social,10,Saúde,301,Atenção Básica,3003,"Ações e Serviços da Saúde em Atenção Básica, Especialidades e Vigilânc",5204,"Avança Saúde SP - Ampliação, Reforma e Requalificação de Equipamentos ",4,Despesas de Capital,4,Investimentos,90,Aplicações Diretas,51,Obras em Andamento - Uso Comum do Povo,08,Tesouro Municipal - Recursos Vinculados,0,Hospitais e Similares ,8,Obras e Instalações,2667043.44,2667043.44,0.0,0.0,0.0,0.0,"[{""siglaUnidadeMedida"": ""SER"", ""descricaoAnexo"": ""SMS - BID - CONTRATAÇÃO DE OBRAS PREVISTAS NO PLANO DE AQUISIÇÃO DO PROGRAMA AVANÇA SAÚDE - UBS ATUALPA"", ""qtdeAnexo"": 1, ""valorUnitarioAnexo"": 2667043.44}]",,,,,165/2021
01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,20386,26224,2022,3,14/03/2022 00:00:00,6018202100518609,03101876000112,DB CONSTRUCOES LTDA,5317,2022,07,Fundo Municipal de Desenvolvimento Social,10,Fundo Municipal de Desenvolvimento Social,10,Saúde,301,Atenção Básica,3003,"Ações e Serviços da Saúde em Atenção Básica, Especialidades e Vigilânc",5204,"Avança Saúde SP - Ampliação, Reforma e Requalificação de Equipamentos ",4,Despesas de Capital,4,Investimentos,90,Aplicações Diretas,51,Obras em Andamento - Uso Comum do Povo,08,Tesouro Municipal - Recursos Vinculados,0,Hospitais e Similares ,8,Obras e Instalações,2763554.09,2763554.09,0.0,0.0,0.0,0.0,"[{""siglaUnidadeMedida"": ""SER"", ""descricaoAnexo"": ""SMS - BID - CONTRATAÇÃO DE OBRAS PREVISTAS NO PLANO DE AQUISIÇÃO DO PROGRAMA AVANÇA SAÚDE - UBS JARDIM CONQUISTA II"", ""qtdeAnexo"": 1, ""valorUnitarioAnexo"": 2763554.09}]",,,,,
01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,20386,26228,2022,3,14/03/2022 00:00:00,6018202100518609,04002395000112,LEMAM CONSTRUCOES E COMERCIO SA,28228,2021,07,Fundo Municipal de Desenvolvimento Social,10,Fundo Municipal de Desenvolvimento Social,10,Saúde,301,Atenção Básica,3003,"Ações e Serviços da Saúde em Atenção Básica, Especialidades e Vigilânc",5204,"Avança Saúde SP - Ampliação, Reforma e Requalificação de Equipamentos ",4,Despesas de Capital,4,Investimentos,90,Aplicações Diretas,51,Obras em Andamento - Uso Comum do Povo,08,Tesouro Municipal - Recursos Vinculados,0,Hospitais e Similares ,8,Obras e Instalações,987267.58,987267.58,0.0,0.0,0.0,0.0,"[{""siglaUnidadeMedida"": ""SER"", ""descricaoAnexo"": ""SMS - BID - AVANÇA SAÚDE - CONTRATAÇÃO DE EMPRESA PARA A EXECUÇÃO DAS OBRAS DE REFORMA E AMPLIAÇÃO DO EQUIPAMENTO DE SAÚDE UBS GUARANI/VARGAS"", ""qtdeAnexo"": 1, ""valorUnitarioAnexo"": 987267.58}]",,,,,160/2021
01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,20388,26230,2022,3,14/03/2022 00:00:00,6018202100518609,07534937000196,TETRABASE  ENGENHARIA E CONSTRUCOES LTDA,28287,2021,07,Fundo Municipal de Desenvolvimento Social,10,Fundo Municipal de Desenvolvimento Social,10,Saúde,302,Assistência Hospitalar e Ambulatorial,3003,"Ações e Serviços da Saúde em Atenção Básica, Especialidades e Vigilânc",5204,"Avança Saúde SP - Ampliação, Reforma e Requalificação de Equipamentos ",4,Despesas de Capital,4,Investimentos,90,Aplicações Diretas,51,Obras em Andamento - Uso Comum do Povo,08,Tesouro Municipal - Recursos Vinculados,0,Hospitais e Similares ,8,Obras e Instalações,294751.96,294751.96,0.0,0.0,0.0,0.0,"[{""siglaUnidadeMedida"": ""SER"", ""descricaoAnexo"": ""SMS - BID - CONTRATAÇÃO DE OBRAS PREVISTAS NO PLANO DE AQUISIÇÃO DO PROGRAMA AVANÇA SAÚDE - UPA CARRÃO"", ""qtdeAnexo"": 1, ""valorUnitarioAnexo"": 294751.96}]",,,,,162/2021
01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,20388,26236,2022,3,14/03/2022 00:00:00,6018202100518609,56838949000110,CONSTRUTORA PROGREDIOR LTDA,28291,2021,07,Fundo Municipal de Desenvolvimento Social,10,Fundo Municipal de Desenvolvimento Social,10,Saúde,302,Assistência Hospitalar e Ambulatorial,3003,"Ações e Serviços da Saúde em Atenção Básica, Especialidades e Vigilânc",5204,"Avança Saúde SP - Ampliação, Reforma e Requalificação de Equipamentos ",4,Despesas de Capital,4,Investimentos,90,Aplicações Diretas,51,Obras em Andamento - Uso Comum do Povo,08,Tesouro Municipal - Recursos Vinculados,0,Hospitais e Similares ,8,Obras e Instalações,4079562.18,4079562.18,0.0,0.0,0.0,0.0,"[{""siglaUnidadeMedida"": ""SER"", ""descricaoAnexo"": ""SMS - BID - CONTRATAÇÃO DE OBRAS PREVISTAS NO PLANO DE AQUISIÇÃO DO PROGRAMA AVANÇA  AÚDE - UPA RIO PEQUENO"", ""qtdeAnexo"": 1, ""valorUnitarioAnexo"": 4079562.18}]",,,,,164/2021
01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,20246,27148,2022,3,16/03/2022 00:00:00,6018202100949391,32994332000125,SP9 INCORPORACAO E CONSTRUCAO  SPE SA,5403,2022,07,Fundo Municipal de Desenvolvimento Social,10,Fundo Municipal de Desenvolvimento Social,10,Saúde,301,Atenção Básica,3003,"Ações e Serviços da Saúde em Atenção Básica, Especialidades e Vigilânc",5204,"Avança Saúde SP - Ampliação, Reforma e Requalificação de Equipamentos ",4,Despesas de Capital,4,Investimentos,90,Aplicações Diretas,51,Obras em Andamento - Uso Comum do Povo,08,Tesouro Municipal - Recursos Vinculados,0,Hospitais e Similares ,8,Obras e Instalações,4761237.24,4656171.19,0.0,0.0,0.0,0.0,"[{""siglaUnidadeMedida"": ""UN"", ""descricaoAnexo"": ""Execução do objeto do Acordo de Cooperação PPP 04.02/22 058507685 Contrato Aditamento PPP 04.02/22\n059772219, referente a implantação da UBS Malta II"", ""qtdeAnexo"": 1, ""valorUnitarioAnexo"": 4761237.24}]",,,,,PPP 04.02/2022
01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,20246,27164,2022,3,16/03/2022 00:00:00,6018202100949189,33298127000198,UNO HABITACAO SA,5401,2022,07,Fundo Municipal de Desenvolvimento Social,10,Fundo Municipal de Desenvolvimento Social,10,Saúde,301,Atenção Básica,3003,"Ações e Serviços da Saúde em Atenção Básica, Especialidades e Vigilânc",5204,"Avança Saúde SP - Ampliação, Reforma e Requalificação de Equipamentos ",4,Despesas de Capital,4,Investimentos,90,Aplicações Diretas,51,Obras em Andamento - Uso Comum do Povo,08,Tesouro Municipal - Recursos Vinculados,0,Hospitais e Similares ,8,Obras e Instalações,4761237.24,4113537.24,241537.71,0.0,0.0,241537.71,"[{""siglaUnidadeMedida"": ""UN"", ""descricaoAnexo"": ""Execução do objeto do Acordo de Cooperação PPP 05.02/22 058511322, referente a implantação da UBS Caju,"", ""qtdeAnexo"": 1, ""valorUnitarioAnexo"": 4761237.24}]",,,,,PPP 5/19
01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,20246,27189,2022,3,16/03/2022 00:00:00,6018202100921969,33113646000134,HABITA LOTE 12 SA,5352,2022,07,Fundo Municipal de Desenvolvimento Social,10,Fundo Municipal de Desenvolvimento Social,10,Saúde,301,Atenção Básica,3003,"Ações e Serviços da Saúde em Atenção Básica, Especialidades e Vigilânc",5204,"Avança Saúde SP - Ampliação, Reforma e Requalificação de Equipamentos ",4,Despesas de Capital,4,Investimentos,90,Aplicações Diretas,51,Obras em Andamento - Uso Comum do Povo,08,Tesouro Municipal - Recursos Vinculados,0,Hospitais e Similares ,8,Obras e Instalações,3827741.76,906700.4,2581775.66,2215297.36,2215297.36,366478.3,"[{""siglaUnidadeMedida"": ""UN."", ""descricaoAnexo"": ""Execução do objeto do Acordo de Cooperação PPP 06.03/22 059771527, referente a implantação da UBS Jd. Antártica."", ""qtdeAnexo"": 1, ""valorUnitarioAnexo"": 3827741.76}]",,,,,PPP 06.03/22
01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,20247,27196,2022,3,16/03/2022 00:00:00,6018202100949430,40280308000152,UNO PPP HABITACAO SA,5410,2022,07,Fundo Municipal de Desenvolvimento Social,10,Fundo Municipal de Desenvolvimento Social,10,Saúde,302,Assistência Hospitalar e Ambulatorial,3003,"Ações e Serviços da Saúde em Atenção Básica, Especialidades e Vigilânc",5204,"Avança Saúde SP - Ampliação, Reforma e Requalificação de Equipamentos ",4,Despesas de Capital,4,Investimentos,90,Aplicações Diretas,51,Obras em Andamento - Uso Comum do Povo,08,Tesouro Municipal - Recursos Vinculados,0,Hospitais e Similares ,8,Obras e Instalações,4518434.61,4518434.61,0.0,0.0,0.0,0.0,"[{""siglaUnidadeMedida"": ""UN"", ""descricaoAnexo"": ""Execução do objeto do Acordo de Cooperação PPP 02.01/22 058503068, referente à reforma e ampliação da UPA Santana."", ""qtdeAnexo"": 1, ""valorUnitarioAnexo"": 4518434.61}]",,,,,
01,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,20246,27272,2022,3,16/03/2022 00:00:00,6018202100949413,40280308000152,UNO PPP HABITACAO SA,5407,2022,07,Fundo Municipal de Desenvolvimento Social,10,Fundo Municipal de Desenvolvimento Social,10,Saúde,301,Atenção Básica,3003,"Ações e Serviços da Saúde em Atenção Básica, Especialidades e Vigilânc",5204,"Avança Saúde SP - Ampliação, Reforma e Requalificação de Equipamentos ",4,Despesas de Capital,4,Investimentos,90,Aplicações Diretas,51,Obras em Andamento - Uso Comum do Povo,08,Tesouro Municipal - Recursos Vinculados,0,Hospitais e Similares ,8,Obras e Instalações,4554602.36,4554602.36,0.0,0.0,0.0,0.0,"[{""siglaUnidadeMedida"": ""UN."", ""descricaoAnexo"": ""Execução do objeto do Acordo de Cooperação PPP 03.01/22 058504151, referente a implantação da UBS Vila Rubi,"", ""qtdeAnexo"": 1, ""valorUnitarioAnexo"": 4554602.36}]",,,,,
