txtDescricaoModalidade,codEmpresa,codTipoContratacao,valReajustes,codProcesso,codModalidade,datVigencia,datAssinaturaContrato,valAditamentos,codContrato,valLiquidado,codOrgao,valPago,valAnulacao,valEmpenhadoLiquido,valTotalEmpenhado,anoContrato,numOriginalContrato,txtDescricaoOrgao,valAnuladoEmpenho,datPublicacaoContrato,valPrincipal,txtTipoContratacao,txtObjetoContrato,modifiedMode,usuarioOperacao
Não Aplicável,01,22,0.0,7610202300050695,8,07/06/2024 00:00:00,11/12/2023 00:00:00,0.0,8360,1374680.57,07,1374680.57,0.0,1374680.57,1375082.72,2024,CT 152/2023,Fundo Municipal de Desenvolvimento Social,402.15,11/12/2023 00:00:00,1499999.65,Termo de Colaboração - Lei Federal 13.019/2014,"Prestação de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações, requalificações e modificações de segundo escalão no Conjunto Habitacional JARDIM DO LAGO - BLOCOS 1, 2, 3 e 4, localizado na Rua Teresa de Marco, 171, Jardim do Lago, Subprefeitura, mediante utilização da ARP n.º 15/SIURB/2022 - Agrupamento 02, oriunda do Pregão Eletrônico n.º 12/SIURB/2021 (Processo SEI n.º 6022.2021/0001284-7)Butantã",5,
Não Aplicável,01,22,0.0,7610202300050709,8,07/06/2024 00:00:00,11/12/2023 00:00:00,0.0,8382,1374408.37,07,1374408.37,0.0,1374408.37,1375007.58,2024,CT 151/2023,Fundo Municipal de Desenvolvimento Social,599.21,11/12/2023 00:00:00,1499999.43,Termo de Colaboração - Lei Federal 13.019/2014,"Prestação de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações, requalificações e modificações de segundo escalão no Conjunto Habitacional JARDIM DO LAGO - BLOCOS 5, 6, 7 e 8, localizado na Rua Felicidade Moreira Cesar, 80, Jardim do Lago, Subprefeitura Butantã, mediante utilização da ARP n.º 15/SIURB/2022 - Agrupamento 02, oriunda do Pregão Eletrônico n.º 12/SIURB/2021 (Processo SEI n.º 6022.2021/0001284-7)",5,
Não Aplicável,01,30,0.0,7610202300027120,8,25/05/2024 00:00:00,23/11/2023 00:00:00,0.0,8601,1177144.68,07,1177144.68,0.0,1177144.68,1177147.68,2024,CT 140/2023,Fundo Municipal de Desenvolvimento Social,3.0,23/11/2023 00:00:00,1316029.23,Nota de Empenho para Fornecimento de Serviços,"Prestação de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações, requalificações e modificações de segundo escalão no Conjunto Residencial Talara - Agrupamento 08 - Subprefeitura M´Boi Mirim, mediante utilização da ARP n.º 21/SIURB/2022, oriunda do Pregão Eletrônico n.º 12/SIURB/2021 nos termos do Processo SEI n.º 6022.2021/0001284-7",5,
Não Aplicável,01,30,0.0,7610202400016332,8,29/05/2025 00:00:00,,447757.95,16821,546924.63,07,546924.63,0.0,546924.63,1371050.29,2024,,Fundo Municipal de Desenvolvimento Social,824125.66,,923292.34,Nota de Empenho para Fornecimento de Serviços,"Execução de serviços gerais de manutenção preventiva, corretiva, reparações, adequações e modificações relativos ao 2º escalão, em conformidade com o Decreto nº 29.929/91 e alterações posteriores em próprios municipais, com fornecimento de materiais de mão de obra especializada no Palacete dos Artistas, situado na Avenida São João, nº 605, Sé, mediante utilização da ARP n.º 28/SIURB/2022",5,
Não Aplicável,01,30,0.0,7610202400019579,8,19/10/2024 00:00:00,,0.0,18028,1499593.53,07,1499593.53,0.0,1499593.53,1499976.39,2024,,Fundo Municipal de Desenvolvimento Social,382.86,,1499976.39,Nota de Empenho para Fornecimento de Serviços,"Prestação de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações, requalificações e modificações de segundo escalão no C H Jardim João XXIII, Blocos 12, 13, 14, 15 da Rua João de Sousa Carvalho, nº 7450, Jardim Paulo VI, Subprefeitura Butantã, mediante utilização da ARP n.º 15/SIURB/2022 - Agrupamento 02, oriunda do Pregão Eletrônico n.º 12/SIURB/2021 (Processo SEI n.º 6022.2021/0001284-7)",5,
Não Aplicável,01,30,0.0,7610202400019544,8,19/10/2024 00:00:00,,0.0,18035,1499165.95,07,1499165.95,0.0,1499165.95,1499929.65,2024,,Fundo Municipal de Desenvolvimento Social,763.7,,1499929.65,Nota de Empenho para Fornecimento de Serviços,"Prestação de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações, requalificações e modificações de segundo escalão no C H Jardim João XXIII, Blocos 7, 8, 9, 10, 11 da Rua João de Sousa Carvalho, nº 7441, Jardim Paulo VI, Subprefeitura Butantã, mediante utilização da ARP n.º 15/SIURB/2022 - Agrupamento 02, oriunda do Pregão Eletrônico n.º 12/SIURB/2021 (Processo SEI n.º 6022.2021/0001284-7)",5,
Pregão,01,2,0.0,7610202200032326,12,02/01/2029 00:00:00,30/10/2023 00:00:00,0.0,19094,5436366.99,07,5436366.99,0.0,5436366.99,5436952.42,2024,143/2023,Fundo Municipal de Desenvolvimento Social,585.43,31/10/2023 00:00:00,8724534.59,Termo de Contrato - Serviços,"Contratação para substituição, troca, manutenção preventiva e assistência técnica de 13 elevadores dos residenciais integrantes do Programa Locação Social - FMH",5,
Não Aplicável,01,30,0.0,7610202400027164,8,01/12/2024 00:00:00,,0.0,26405,39205.24,07,39205.24,0.0,39205.24,39205.24,2024,,Fundo Municipal de Desenvolvimento Social,0.0,,39205.24,Nota de Empenho para Fornecimento de Serviços,"Prestação de serviços gerais de investigação ambiental, com fornecimento de materiais de primeira linha e mão de obra especializada, para elaboração de estudos de caracterização ambiental da área denominada Jardim Celeste V, localizada nas Ruas Memorial de Aires, nº 539, Nossa Senhora da Moradia, nº 12 e Menino do Engenho s/nº, Distrito do Sacomã, região administrativa da Subprefeitura do Ipiranga, São Paulo, com finalidade de regularização fundiária, mediante utilização da Ata de Registro de Preços n° 002/COHAB-SP/22, oriunda da Licitação – Pregão Eletrônico nº 002/2022.",5,
Não Aplicável,01,30,0.0,7610202300043656,8,08/01/2025 00:00:00,,0.0,30878,48495.68,07,48495.68,0.0,48495.68,48495.68,2024,,Fundo Municipal de Desenvolvimento Social,0.0,,48495.68,Nota de Empenho para Fornecimento de Serviços,"Prestação de serviços de elaboração de Estudo Técnico Ambiental com o Levantamento de Uso e Ocupação do solo, com as interferências existentes e Consolidação de Estudos Ambientais, da área denominada Minas Gás, mediante utilização da Ata de Registro de Preços n° 001/COHAB-SP/22, oriunda da Licitação – Pregão Eletrônico nº 002/2022.",5,
Pregão,01,30,0.0,7610202100021608,12,29/05/2025 00:00:00,30/05/2022 00:00:00,0.0,37387,417105.04,07,417105.04,0.0,417105.04,485358.33,2024,,Fundo Municipal de Desenvolvimento Social,68253.29,30/05/2022 00:00:00,485358.33,Nota de Empenho para Fornecimento de Serviços,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REMOÇÃO E ENSAIOS DE CAIXILHOS DE AÇO EXISTENTES FORNECIMENTO, ENSAIOS E INSTALAÇÃO DE NOVOS CAIXILHOS EM ALUMÍNIO COM RECOMPOSIÇÃO DE ALVENARIA, DE REVESTIMENTO E DE PINTURA NOS CONJUNTOS HABITACIONAIS SANTA ETELVINA I VI-A E BARRO BRANCO II-B - Considerando o Termo Aditivo 0238/24 (SEI 110760495), que trata de inclusão de cláusula de reajuste, faz-se necessário o pagamento de reajuste e o recurso utilizado será de NRT 22.035/24 (SEI 107675346).",5,
Pregão,01,30,0.0,7610202400038140,12,19/03/2026 00:00:00,,248106.01,37399,226291.85,07,226291.85,0.0,1247983.74,1427324.42,2024,,Fundo Municipal de Desenvolvimento Social,179340.68,,999877.74,Nota de Empenho para Fornecimento de Serviços,"Pagamento de serviços gerais de manutenção na Unidade C.H. Uirapuru - Bloco 1, 2 e 3, rua Frei Claude Alberville s/n - Jardim João XXIII - Subprefeitura Butantã, por adesão à Ata de Registro de Preços nº015/SIURB/2022 (112679818) - Despacho Autorizatório 114096113",5,
Pregão,01,30,0.0,7610202400038158,12,19/03/2026 00:00:00,,98319.73,37401,256759.26,07,256759.26,0.0,1104395.47,2225121.33,2024,,Fundo Municipal de Desenvolvimento Social,1120725.86,,1006075.75,Nota de Empenho para Fornecimento de Serviços,"Pagamento de serviços gerais de manutenção na Unidade C.H. Uirapuru - Bloco 4, 5 e 6, rua Frei Claude Alberville s/n - Jardim João XXIII - Subprefeitura Butantã, por adesão à Ata de Registro de Preços nº 015/SIURB/2022 (112685224) - Despacho Autorizatório 114104018",5,
Pregão,01,30,0.0,7610202400038166,12,25/08/2026 00:00:00,,51486.59,37402,251812.67,07,251812.67,0.0,1038498.47,1040586.08,2024,,Fundo Municipal de Desenvolvimento Social,2087.61,,987011.88,Nota de Empenho para Fornecimento de Serviços,"Pagamento de serviços gerais de manutenção na Unidade C.H. Uirapuru - Bloco 8, rua Frei Claude Alberville s/n - Jardim João XXIII - Subprefeitura Butantã, por adesão à Ata de Registro de Preços nº 015/SIURB/2022 (112681135) - Despacho Autorizatório 114104952",5,
Não Aplicável,01,30,0.0,7610202400038174,8,19/03/2026 00:00:00,,-49213.22,38601,372787.71,07,372787.71,0.0,945722.49,945723.48,2024,,Fundo Municipal de Desenvolvimento Social,0.99,,994935.73,Nota de Empenho para Fornecimento de Serviços,"Prestação de serviços gerais de manutenção preventiva, corretiva, reparações, adaptações, requalificações e modificações de segundo escalão no Conjunto Habitacional Uirapuru, implantado na Rua Frei Claude D’Alberville,Bloco 7, Jardim João XXIII, Subprefeitura Butantã, por adesão à ARP 15/SIURB/2021 - Despacho Autorizatório 114208047",5,
Não Aplicável,01,30,0.0,7610202400038182,8,17/03/2026 00:00:00,,24971.24,38604,253865.07,07,253865.07,0.0,1016186.79,1016312.17,2024,,Fundo Municipal de Desenvolvimento Social,125.38,,991215.55,Nota de Empenho para Fornecimento de Serviços,"Execução de Serviços gerais de Manutenção Preventiva, Corretiva, reparações, Adequações e Modificações relativos ao 2º escalão, no Empreendimento Habitacional Uirapuru - Bloco 10, localizado na rua Frei Claude Alberville, s/n, Jardim João XXIII, Subprefeitura Butantã, por adesão à ARP 15/SIURB/2022 - Despacho Autorização 114185776",5,
Não Aplicável,01,30,0.0,7610202400038190,8,17/03/2026 00:00:00,,345111.21,38605,127680.99,07,127680.99,0.0,1352299.34,1574594.4,2024,,Fundo Municipal de Desenvolvimento Social,222295.06,,1007188.13,Nota de Empenho para Fornecimento de Serviços,"Execução de Serviços gerais de Manutenção Preventiva, Corretiva, reparações, Adequações e Modificações relativos ao 2º escalão, no Empreendimenot Habitacional Uirapuru - Blocos 12 e 13, localizado na rua Frei Claude Alberville, s/n, Jardim João XXIII, Subprefeitura Butantã, por adesão à ARP 15/SIURB/2022 - Despacho Autorização 114201060",5,
Não Aplicável,01,30,0.0,7610202400045685,8,17/04/2025 00:00:00,,0.0,41066,39998.68,07,39998.68,0.0,39998.68,40000.0,2024,,Fundo Municipal de Desenvolvimento Social,1.32,,1499999.11,Nota de Empenho para Fornecimento de Serviços,"Execução de Serviços gerais de Manutenção Preventiva, Corretiva, Reparações, Adequações e Modificações relativos ao 2º escalão, em conformidade com o Decreto nº 29.929/91 e alterações posteriores, com fornecimento de materiais e mão-de-obra especializada, no Conjunto Habitacional Jardim do Lago, implantado na Rua Felicidade Moreira Cesar, 80 – Jardim do Lago, Blocos 5, 6, 7, e 8, – Agrupamento 2 – Subprefeitura Butantã - Despacho Autorizatório 116362777",5,
Não Aplicável,01,30,0.0,7610202400045693,8,17/04/2025 00:00:00,,0.0,41390,39999.68,07,39999.68,0.0,39999.68,40000.0,2024,,Fundo Municipal de Desenvolvimento Social,0.32,,1499999.97,Nota de Empenho para Fornecimento de Serviços,"Execução de Serviços gerais de Manutenção Preventiva, Corretiva, Reparações, Adequações e Modificações relativos ao 2º escalão, em conformidade com o Decreto nº 29.929/91 e alterações posteriores, com fornecimento de materiais e mão-de-obra especializada, no Conjunto Habitacional Jardim do Lago, implantado na Avenida Antônio Ramiro da Silva, 475 – Jardim do Lago, Blocos 9, 10, 11 e 12 – Agrupamento 2 – Subprefeitura Butantã, nesta Capital - Adesão à ARP n.º 15/SIURB/2022 - Agrupamento 2 – Subprefeitura Butantã, oriunda do Pregão Eletrônico n.º 12/SIURB/2021 - Despacho Autorizatório 116379398",5,
Não Aplicável,01,30,0.0,7610202400045650,8,17/04/2025 00:00:00,,0.0,41391,39998.5,07,39998.5,0.0,39998.5,40000.0,2024,,Fundo Municipal de Desenvolvimento Social,1.5,,1499999.19,Nota de Empenho para Fornecimento de Serviços,"Execução de Serviços gerais de Manutenção Preventiva, Corretiva, Reparações, Adequações e Modificações relativos ao 2º escalão, em conformidade com o Decreto nº 29.929/91 e alterações posteriores, com fornecimento de materiais e mão-de-obra especializada, no Conjunto Habitacional Jardim do Lago, implantado na Rua Teresa de Marco, 171 – Jardim do Lago, Blocos 1, 2, 3 e 4, – Agrupamento 2 – Subprefeitura Butantã, nesta Capital - Adesão à ARP n.º 15/SIURB/2022 - Agrupamento 2 – Subprefeitura Butantã, oriunda do Pregão Eletrônico n.º 12/SIURB/2021 - Despacho Autorizatório 116187437",5,
