txtDescricaoModalidade,codEmpresa,codTipoContratacao,valReajustes,codProcesso,codModalidade,datVigencia,datAssinaturaContrato,valAditamentos,codContrato,valLiquidado,codOrgao,valPago,valAnulacao,valEmpenhadoLiquido,valTotalEmpenhado,anoContrato,numOriginalContrato,txtDescricaoOrgao,valAnuladoEmpenho,datPublicacaoContrato,valPrincipal,txtTipoContratacao,txtObjetoContrato,modifiedMode,usuarioOperacao
Não Aplicável,01,45,0.0,7610202000017749,8,30/12/2020 00:00:00,12/08/2020 00:00:00,0.0,16630,8141897.7,07,8141897.7,0.0,8141897.7,13024398.42,2020,01.01/20,Fundo Municipal de Desenvolvimento Social,4882500.72,13/08/2020 00:00:00,8143128.78,Acordo de Cooperação Técnica Com ônus,"Implantação de 10,42km de ciclovias e ciclofaixas na região do Lote 1 da PPP Habitacional",5,
Não Aplicável,01,45,0.0,7610202000017757,8,30/12/2020 00:00:00,12/08/2020 00:00:00,0.0,16633,5042010.74,07,5042010.74,0.0,5042010.74,8754192.79,2020,06.01/20,Fundo Municipal de Desenvolvimento Social,3712182.05,13/08/2020 00:00:00,5140453.38,Acordo de Cooperação Técnica Com ônus,"Implantação de 6,84 km de ciclovias e ciclofaixas na região do Lote 12 da PPP Habitacional",5,
