valLiquidado,valPagoRestos,valSuplementado,valPagoExercicio,valCanceladoReserva,valDescongelado,valReservado,valEmpenhadoLiquido,valTotalEmpenhado,valReservadoLiquido,valAnuladoEmpenho,valDisponivel,valOrcadoInicial,valCongelado,valReduzido,valOrcadoAtualizado,modifiedMode,usuarioOperacao
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303832938.0,303832938.0,0.0,0.0,303832938.0,5,
0.0,0.0,44066683.0,0.0,0.0,0.0,2289653.0,0.0,0.0,2289653.0,0.0,303832938.0,303832938.0,0.0,44066683.0,303832938.0,5,
0.0,0.0,47040032.73,0.0,14791060.15,0.0,80412878.16,59884924.19,63148386.09,65621818.01,3263461.9,303832938.0,303832938.0,0.0,47040032.73,303832938.0,5,
0.0,0.0,103324548.57,0.0,14791060.15,0.0,80412878.16,65573436.4,68836898.3,65621818.01,3263461.9,303832938.0,303832938.0,0.0,103324548.57,303832938.0,5,
362185.08,0.0,103324548.57,362185.08,14839441.76,0.0,152088715.61,66622112.3,69885574.2,137249273.85,3263461.9,303832938.0,303832938.0,0.0,103324548.57,303832938.0,5,
362185.08,0.0,103324548.57,362185.08,14839441.76,0.0,152088715.61,66676268.7,69939730.6,137249273.85,3263461.9,303832938.0,303832938.0,0.0,103324548.57,303832938.0,5,
1405024.78,0.0,103324548.57,1351053.26,48470678.46,0.0,207732864.19,66676268.7,69939730.6,159262185.73,3263461.9,303832938.0,303832938.0,0.0,103324548.57,303832938.0,5,
12484609.82,0.0,117564656.27,11437725.12,48470678.46,0.0,221972971.89,97472299.69,100735761.59,173502293.43,3263461.9,303832938.0,303832938.0,0.0,117564656.27,303832938.0,5,
13636023.64,0.0,117564656.27,13375793.92,57980828.17,0.0,221972971.89,81672149.98,100735761.59,163992143.72,19063611.61,303832938.0,303832938.0,0.0,117564656.27,303832938.0,5,
17722833.53,0.0,117564656.27,17544470.9,57980828.17,0.0,221972971.89,88045630.79,108661305.4,163992143.72,20615674.61,303832938.0,303832938.0,0.0,117564656.27,303832938.0,5,
22662925.91,0.0,117564656.27,21476094.56,57980828.17,0.0,221972971.89,89674535.77,118680755.34,163992143.72,29006219.57,303832938.0,303832938.0,0.0,117564656.27,303832938.0,5,
27573956.63,0.0,117564656.27,25853558.97,155869148.44,0.0,221972971.89,66103823.45,124366668.47,66103823.45,58262845.02,303832938.0,303832938.0,0.0,117564656.27,303832938.0,5,
