valLiquidado,valPagoRestos,valSuplementado,valPagoExercicio,valCanceladoReserva,valDescongelado,valReservado,valEmpenhadoLiquido,valTotalEmpenhado,valReservadoLiquido,valAnuladoEmpenho,valDisponivel,valOrcadoInicial,valCongelado,valReduzido,valOrcadoAtualizado,modifiedMode,usuarioOperacao
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84565746.0,84565746.0,0.0,0.0,84565746.0,5,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84565746.0,84565746.0,0.0,0.0,84565746.0,5,
0.0,0.0,706306524.3,0.0,0.0,0.0,432978198.81,0.0,0.0,432978198.81,0.0,790872270.3,84565746.0,0.0,0.0,790872270.3,5,
1266387.3,0.0,706306524.3,1266387.3,319676.43,0.0,434244586.11,401266387.3,402403954.53,433924909.68,1137567.23,790872270.3,84565746.0,0.0,0.0,790872270.3,5,
23829855.53,0.0,800519470.88,23829855.53,545767.84,0.0,496172222.3,403845043.0,579589612.02,495626454.46,175744569.02,885085216.88,84565746.0,0.0,0.0,885085216.88,5,
167881538.91,0.0,963331830.95,165635015.05,15459949.83,0.0,596933082.97,434012660.62,647462941.07,581473133.14,213450280.45,973939641.95,84565746.0,0.0,73957935.0,973939641.95,5,
256852601.05,0.0,963331830.95,250166872.9,17955170.89,0.0,771347601.09,507256121.05,785683718.39,753392430.2,278427597.34,973939641.95,84565746.0,0.0,73957935.0,973939641.95,5,
301272115.73,0.0,963331830.95,299736796.96,40952679.85,0.0,814121122.25,673148918.2,990163913.48,773168442.4,317014995.28,973939641.95,84565746.0,0.0,73957935.0,973939641.95,5,
381053921.13,0.0,1043331830.95,372942637.76,51782637.54,0.0,826219255.92,684599275.46,1016340074.14,774436618.38,331740798.68,1053939641.95,84565746.0,0.0,73957935.0,1053939641.95,5,
431840257.04,0.0,1043331830.95,418771150.77,53588566.07,0.0,915367123.48,729461996.63,1073529358.84,861778557.41,344067362.21,1053939641.95,84565746.0,0.0,73957935.0,1053939641.95,5,
573490387.36,0.0,1143331830.95,552221423.14,57625110.41,0.0,1036021281.66,873481795.01,1261892581.65,978396171.25,388410786.64,1053939641.95,84565746.0,0.0,173957935.0,1053939641.95,5,
673506719.73,0.0,1143331830.95,654047480.7,180994164.74,0.0,1062743047.27,881748882.53,1329454062.37,881748882.53,447705179.84,1053939641.95,84565746.0,0.0,173957935.0,1053939641.95,5,
