valLiquidado,valPagoRestos,valSuplementado,valPagoExercicio,valCanceladoReserva,valDescongelado,valReservado,valEmpenhadoLiquido,valTotalEmpenhado,valReservadoLiquido,valAnuladoEmpenho,valDisponivel,valOrcadoInicial,valCongelado,valReduzido,valOrcadoAtualizado,modifiedMode,usuarioOperacao
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003594829.0,1003594829.0,0.0,1003594829.0,5,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003594829.0,1003594829.0,0.0,1003594829.0,5,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003594829.0,1003594829.0,0.0,1003594829.0,5,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003594829.0,1003594829.0,0.0,1003594829.0,5,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003594829.0,1003594829.0,0.0,1003594829.0,5,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003594829.0,1003594829.0,0.0,1003594829.0,5,
0.0,0.0,0.0,0.0,0.0,194257892.8,0.0,0.0,0.0,0.0,0.0,97157892.8,1003594829.0,1100694829.0,0.0,1003594829.0,5,
0.0,0.0,97157892.8,0.0,0.0,354057892.8,0.0,0.0,0.0,0.0,0.0,97157892.8,1003594829.0,1100694829.0,256957892.8,843794829.0,5,
0.0,0.0,97157892.8,0.0,0.0,354057892.8,84481691.89,82657348.02,82657348.02,84481691.89,0.0,97157892.8,1003594829.0,1100694829.0,256957892.8,843794829.0,5,
0.0,0.0,97157892.8,0.0,0.0,354057892.8,84481691.89,82657348.02,82657348.02,84481691.89,0.0,97157892.8,1003594829.0,1100694829.0,256957892.8,843794829.0,5,
3891038.4,0.0,97157892.8,3891038.4,0.0,354057892.8,84481691.89,82657348.02,82657348.02,84481691.89,0.0,97157892.8,1003594829.0,1100694829.0,256957892.8,843794829.0,5,
37553649.34,0.0,97157892.8,26328622.96,1824343.87,639970235.03,84481691.89,82657348.02,82657348.02,82657348.02,0.0,84481691.89,1003594829.0,1113371029.91,542870235.03,557882486.77,5,
