valLiquidado,valPagoRestos,valAnuladoEmpenho,valPagoExercicio,txtRazaoSocial,valLiquidadoRestos,valEmpenhadoLiquido,numCpfCnpj,valTotalEmpenhado,modifiedMode,usuarioOperacao
0.0,16806.96,0.0,0.0,EEC ENGENHARIA E CONSTRUCOES LTDA,0.0,16811.28,02811333000126,16811.28,5,
0.0,963228.21,0.0,0.0,DB CONSTRUCOES LTDA,0.0,2828321.9,03101876000112,2828321.9,5,
0.0,8605416.82,0.0,0.0,BB ENGENHARIA E CONSTRUCOES S A,0.0,14870436.08,03643992000163,14870436.08,5,
0.0,0.0,0.0,0.0,EMPREITEC CONSTRUCOES ELETRICAS LTDA,0.0,2879623.49,33534793000188,2879623.49,5,
0.0,0.0,0.0,0.0,CONSTRUTORA ROY LTDA,0.0,1194360.08,43898972000158,1194360.08,5,
0.0,0.0,0.0,0.0,ARVEK TECNICA E CONSTRUCOES LTDA,0.0,1663969.49,47218979000132,1663969.49,5,
0.0,1090061.5,0.0,0.0,SCOPUS CONSTRUTORA & INCORPORADORA LTDA,0.0,8160224.25,49723802000119,8160224.25,5,
0.0,287204.5,0.0,0.0,CONSTRUTORA SANDIN LTDA,0.0,3110826.85,51182145000191,3110826.85,5,
0.0,35887.47,0.0,0.0,CLD CONSTRUTORA LACOS DETETORES E ELETRONICA LTDA,0.0,46848.35,55996615000101,46848.35,5,
0.0,6546609.13,0.0,0.0,CONSTRUTORA PROGREDIOR LTDA,0.0,19509641.95,56838949000110,19509641.95,5,
0.0,967450.18,0.0,0.0,MACOR ENGENHARIA CONSTRUCOES E COMERCIO SA,0.0,5728666.21,57646374000104,5728666.21,5,
0.0,0.0,0.0,0.0,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,0.0,19181060.83,62162847000120,19181060.83,5,
0.0,6333919.08,0.0,0.0,H E ENGENHARIA COMERCIO E REPRESENTACOES LTDA,0.0,40018675.97,62533278000181,40018675.97,5,
0.0,10171262.14,0.0,0.0,ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA,0.0,35722575.26,66748955000130,35722575.26,5,
0.0,0.0,0.0,0.0,FBS CONSTRUCAO CIVIL E PAVIMENTACAO S.A.,0.0,14963718.95,66806555000133,14963718.95,5,
