valLiquidado,valPagoRestos,valAnuladoEmpenho,valPagoExercicio,txtRazaoSocial,valLiquidadoRestos,valEmpenhadoLiquido,numCpfCnpj,valTotalEmpenhado,modifiedMode,usuarioOperacao
0.0,2447181.32,0.0,0.0,SOEBE CONSTRUÇÃO E PAVIMENTAÇÃO SA,0.0,19798720.42,43677822000114,19798720.42,5,
0.0,3598420.37,0.0,0.0,ARVEK TECNICA E CONSTRUCOES LTDA,0.0,8481619.91,47218979000132,8481619.91,5,
0.0,1205902.84,0.0,0.0,CONSTRUÇÕES ENGENHARIA E PAVIMENTAÇÃO ENPAVI LTDA,0.0,13555844.27,60862331000162,13555844.27,5,
0.0,2116624.82,0.0,0.0,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,0.0,8367861.89,62162847000120,8367861.89,5,
0.0,7943281.0,0.0,0.0,FBS CONSTRUCAO CIVIL E PAVIMENTACAO S.A.,0.0,15765432.47,66806555000133,15765432.47,5,
0.0,113030.45,0.0,0.0,FREMIX PAVIMENTACAO E CONSTRUCOES LTDA ,0.0,8936813.04,01065014000156,8936813.04,5,
0.0,3031071.88,0.0,0.0,SOUZA COMPEC ENGENHARIA E CONSTRUÇÕES LTDA,0.0,7751056.02,09052229000144,7751056.02,5,
0.0,2447181.32,0.0,0.0,SOEBE CONSTRUÇÃO E PAVIMENTAÇÃO SA,0.0,19798720.42,43677822000114,19798720.42,5,
0.0,3598420.37,0.0,0.0,ARVEK TECNICA E CONSTRUCOES LTDA,0.0,8481619.91,47218979000132,8481619.91,5,
0.0,1205902.84,0.0,0.0,CONSTRUÇÕES ENGENHARIA E PAVIMENTAÇÃO ENPAVI LTDA,0.0,13555844.27,60862331000162,13555844.27,5,
0.0,2116624.82,0.0,0.0,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,0.0,8367861.89,62162847000120,8367861.89,5,
0.0,7943281.0,0.0,0.0,FBS CONSTRUCAO CIVIL E PAVIMENTACAO S.A.,0.0,15765432.47,66806555000133,15765432.47,5,
0.0,113030.45,0.0,0.0,FREMIX PAVIMENTACAO E CONSTRUCOES LTDA ,0.0,8936813.04,01065014000156,8936813.04,5,
0.0,3031071.88,0.0,0.0,SOUZA COMPEC ENGENHARIA E CONSTRUÇÕES LTDA,0.0,7751056.02,09052229000144,7751056.02,5,
0.0,2447181.32,0.0,0.0,SOEBE CONSTRUÇÃO E PAVIMENTAÇÃO SA,0.0,19798720.42,43677822000114,19798720.42,5,
0.0,3598420.37,0.0,0.0,ARVEK TECNICA E CONSTRUCOES LTDA,0.0,8481619.91,47218979000132,8481619.91,5,
0.0,1205902.84,0.0,0.0,CONSTRUÇÕES ENGENHARIA E PAVIMENTAÇÃO ENPAVI LTDA,0.0,13555844.27,60862331000162,13555844.27,5,
0.0,2116624.82,0.0,0.0,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,0.0,8367861.89,62162847000120,8367861.89,5,
0.0,7943281.0,0.0,0.0,FBS CONSTRUCAO CIVIL E PAVIMENTACAO S.A.,0.0,15765432.47,66806555000133,15765432.47,5,
0.0,113030.45,0.0,0.0,FREMIX PAVIMENTACAO E CONSTRUCOES LTDA ,0.0,8936813.04,01065014000156,8936813.04,5,
0.0,3031071.88,0.0,0.0,SOUZA COMPEC ENGENHARIA E CONSTRUÇÕES LTDA,0.0,7751056.02,09052229000144,7751056.02,5,
0.0,2447181.32,0.0,0.0,SOEBE CONSTRUÇÃO E PAVIMENTAÇÃO SA,0.0,19798720.42,43677822000114,19798720.42,5,
0.0,3598420.37,0.0,0.0,ARVEK TECNICA E CONSTRUCOES LTDA,0.0,8481619.91,47218979000132,8481619.91,5,
0.0,1205902.84,0.0,0.0,CONSTRUÇÕES ENGENHARIA E PAVIMENTAÇÃO ENPAVI LTDA,0.0,13555844.27,60862331000162,13555844.27,5,
0.0,2116624.82,0.0,0.0,JOFEGE PAVIMENTACAO E CONSTRUCAO LTDA,0.0,8367861.89,62162847000120,8367861.89,5,
0.0,7943281.0,0.0,0.0,FBS CONSTRUCAO CIVIL E PAVIMENTACAO S.A.,0.0,15765432.47,66806555000133,15765432.47,5,
0.0,113030.45,0.0,0.0,FREMIX PAVIMENTACAO E CONSTRUCOES LTDA ,0.0,8936813.04,01065014000156,8936813.04,5,
0.0,3031071.88,0.0,0.0,SOUZA COMPEC ENGENHARIA E CONSTRUÇÕES LTDA,0.0,7751056.02,09052229000144,7751056.02,5,
0.0,2447181.32,0.0,0.0,SOEBE CONSTRUÇÃO E PAVIMENTAÇÃO SA,0.0,19798720.42,43677822000114,19798720.42,5,
